year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af
2015,2015,CRA_EglMtn,CRA_Hinds,1000000,532.5650558,0,0
2015,2015,CRA_Gene,CRA_IronMtn,1000000,370.9591078,0,0
2015,2015,CRA_Hinds,SW_CRA_LkMthws,1000000,539.9107807,0,0
2015,2015,CRA_IronMtn,CRA_EglMtn,1000000,176.2973978,0,0
2015,2015,CRA_Whitsett,CRA_Gene,1000000,356.267658,0,0
2015,2015,CVP_SFBayDelta,SW_CVP-DMC,352321,0,0,0
2015,2015,CVP_SLNO,Solano_ID,125500,10,0,95380
2015,2015,GW1801-1-08,GW1801-1-08.01 ,170.2201087,0,0,170.2201087
2015,2015,GW1801-1-55,GW1801-1-55.01,3379.421504,0,0,3361
2015,2015,GW1802-5-21,GW1802-5-21.52 ,1680,0,0,1675.32
2015,2015,GW1802-5-21,GW1802-5-21.58 ,29559,0,0,29503.48
2015,2015,GW1802-5-21,GW1802-5-21.60 ,3239.087626,0,0,3220
2015,2015,GW1802-5-21,GW1802-5-21.61 ,3439,0,0,3294
2015,2015,GW1802-5-21,GW1802-5-21.62 ,2077.66001,0,0,2046.24
2015,2015,GW1802-5-21,GW1802-5-21.64 ,24845.00301,0,0,24663.35
2015,2015,GW1802-5-21,GW1802-5-21.65 ,56550.77856,0,0,52548.09
2015,2015,GW1802-5-21,GW1802-5-21.66 ,13003.07214,0,0,12988.62
2015,2015,GW1802-5-21,GW1802-5-21.67 ,28506,0,0,28400
2015,2015,GW1803-5-22,GW1803-5-22.08 ,64390.52731,0,0,64227.63
2015,2015,GW1803-5-22,GW1803-5-22.11 ,56729,0,0,56526.61
2015,2015,GW1803-5-22,GW1803-5-22.12 ,23707,0,0,23707
2015,2015,GW1803-5-22,GW1803-5-22.14 ,73951.7424,0,0,73614.66
2015,2015,GW1803-5-22,GW1804-5-22.15 ,1750.57377,0,0,1750
2015,2015,GW1804-5-22,GW1804-5-22.01 ,31118.52381,0,0,30952.1
2015,2015,GW1804-5-22,GW1804-5-22.02 ,10591.01866,0,0,484.992193
2015,2015,GW1804-5-22,GW1804-5-22.03 ,35961.74615,0,0,34649.20477
2015,2015,GW1804-5-22,GW1804-5-22.04 ,30051.0015,0,0,29753.46
2015,2015,GW1804-5-22,GW1804-5-22.06 ,15786,0,0,15785.82
2015,2015,GW1804-5-22,GW1804-5-22.07 ,12694.02606,0,0,11692.51565
2015,2015,GW1804-5-22,GW1804-5-22.15 ,7156.311942,0,0,7147.5
2015,2015,GW1805-2-02,GW1805-2-02.02 ,668.8327365,0,0,662.7
2015,2015,GW1805-2-09,GW1805-2-09.01 ,19765.70048,0,0,19765.70048
2015,2015,GW1805-2-09,GW1805-2-09.02 ,49055.11609,0,0,40575.06
2015,2015,GW1805-2-09,GW1805-2-09.03 ,1046.367198,0,0,1043.2
2015,2015,GW1806-3-03,GW1806-3-03.01 ,59111.66738,0,0,45291.43
2015,2015,GW1806-3-03,GW1806-3-03.04 ,1294.272124,0,0,1274.72
2015,2015,GW1806-3-04,GW1806-3-04.02 ,19064,0,0,18947.7
2015,2015,GW1806-3-04,GW1806-3-04.04 ,2323,0,0,2323
2015,2015,GW1806-3-04,GW1806-3-04.05 ,1821,0,0,1813.5
2015,2015,GW1806-3-04,GW1806-3-04.06 ,4620.157068,0,0,4606.5
2015,2015,GW1806-3-04,GW1806-3-04.08 ,9380.708123,0,0,9354.92
2015,2015,GW1807-4-04,GW1807-4-04.02 ,22365.4267,0,0,11564.63
2015,2015,GW1807-4-04,GW1807-4-04.03 ,16700,0,0,13396
2015,2015,GW1807-4-04,GW1807-4-04.07 ,14797.51551,0,0,14734.5
2015,2015,GW1807-4-11,GW1807-4-11.02 ,444.7565257,0,0,440
2015,2015,GW1807-4-11,GW1807-4-11.03 ,17098.03342,0,0,15614.43
2015,2015,GW1807-4-11,GW1807-4-11.04 ,354226.4959,0,0,314528.71
2015,2015,GW1807-8-02,GW1807-8-02.01 ,214270.7393,0,0,95106.15
2015,2015,GW1807-8-02,GW1807-8-02.02 ,7948.171473,0,0,7878.28
2015,2015,GW1807-8-02,GW1807-8-02.03 ,14400.43954,0,0,10753.5
2015,2015,GW1807-8-02,GW1807-8-02.04 ,32891.7976,0,0,32630.67
2015,2015,GW1807-8-02,GW1807-8-02.06 ,114144.1617,0,0,111019.76
2015,2015,GW1807-8-02,GW1807-8-02.07 ,6930.760607,0,0,6884.96
2015,2015,GW1807-8-02,GW1807-8-02.08 ,5173.687884,0,0,5172
2015,2015,GW1808-6-05,GW1808-6-05.01 ,4695,0,0,4668.72
2015,2015,GW1808-6-05,GW1808-6-05.02 ,1070.054508,0,0,965.52
2015,2015,GW1808-6-05,GW1808-6-05.03 ,195,0,0,195
2015,2015,GW1810-7-21,GW1810-7-21.01 ,155109.879,0,0,153604
2015,2015,GW1810-7-21,GW1810-7-21.03 ,13200,0,0,13200
2015,2015,GW1810-7-21,GW1810-7-21.04 ,10875,0,0,10875
2015,2015,IMP1807246,GWR1807-8-01 ,6733,87,0,0
2015,2015,LK_BRYSA,CVP_SLNO,176380.8737,0,0,135142.36
2015,2015,Lk_CLEAR,XF1802013,311.9964029,87,0,311.25
2015,2015,Lk_Havasu,CRA_Whitsett,1000000,0,0,0
2015,2015,Lk_OrovilleSWP,SW1802SWP01,3492302,0,0,3988
2015,2015,LK_ShastaCVP,R_Sacramento,352321,0,0,0
2015,2015,LK_TrinityCVP,R_Sacramento,352321,0,0,0
2015,2015,R_American,R_Sacramento,100000,0,0,0
2015,2015,R_AmericanMFRK,R_AmericanNFRK,100000,0,0,0
2015,2015,R_AmericanNFRK,R_American,100000,0,0,0
2015,2015,R_AmericanNFRK,RES_Flsm,66800.3711,0,0,57762
2015,2015,R_AmericanSFRK,EDCWA_Lakes,3505.388941,0,0,3450
2015,2015,R_AmericanSFRK,R_American,100000,0,0,0
2015,2015,R_Calaveras,R_SanJoaquin,100000,0,0,0
2015,2015,R_CARMEL,GWR1806-3-04.08 ,853.1766562,0,0,0
2015,2015,R_Colorado,Lk_Havasu,1000000,0,0,0
2015,2015,R_COLORADO,SW_AAC,33380,87,0,0
2015,2015,R_Feather,R_Sacramento,2521429,0,0,0
2015,2015,R_Kings,XF1803019,16029.88932,87,0,16021
2015,2015,R_Mokelumn,R_SanJoaquin,100000,0,0,0
2015,2015,R_Mokelumn,RES1805031,176301.1765,0,0,174832
2015,2015,R_Mokelumn,XF1804062,3084.105607,0,0,3055
2015,2015,R_RUSSIAN,SW1801031,2619.186084,0,0,2476.05
2015,2015,R_Sacramento,SFBayDelta,2521429,0,0,0
2015,2015,R_SanJoaquin,SFBayDelta,100000,0,0,0
2015,2015,R_Stanislaus,R_SanJoaquin,100000,0,0,0
2015,2015,R_Stanislaus,RES_CVPNMEL,24000,0,0,0
2015,2015,R_Tuolumn,R_SanJoaquin,100000,0,0,0
2015,2015,R_Tuolumn,RES1805081,10000,0,0,0
2015,2015,RES_CACHM,CVP_CACHM,6298.800715,0,0,6236.44
2015,2015,RES_Flsm,CVP_Flsm,69436.10836,0,0,60362
2015,2015,RES_MLRTN,SW_CVPFKC,73984.21588,0,0,73979.63
2015,2015,RES1805081,SW1805081SYS,7687,0,0,0
2015,2015,SFBayDelta,CVP_CCC,82566.52672,0,0,82350
2015,2015,SFBayDelta,CVP_SFBayDelta,352321,0,0,0
2015,2015,SFBayDelta,ECCIDXF,3203.400763,0,0,3195
2015,2015,SFBayDelta,SWP_SFBayDelta,2521429,0,0,0
2015,2015,Solano_ID,SolanoIDExp,95380,0,0,95380
2015,2015,SW_CRA_LkMthws,XF_CRAxAAC,57782.81796,0,0,16040
2015,2015,SW_CVP-DMC,SW_CVP-ONL,8613,251.64,0,8613
2015,2015,SW_CVP-DosAmigos,SW_CVP-Coalinga,11469,146.88,0,0
2015,2015,SW_CVP-Gianelli,SW_CVP-Pacheco,140323,387.01,0,0
2015,2015,SW_CVP-ONL,SW_CVP-DosAmigos,120241,63.72,0,487
2015,2015,SW_CVP-ONL,SW_CVP-Gianelli,8613,63.72,0,0
2015,2015,SW_CVP-Pacheco,SW_CVP-Coyot,120241,254.88,0,0
2015,2015,SW_CVP-Tracy,SW_CVP-CoTracy,120241,24.84,0,0
2015,2015,SW1802SWP01,SW1802SWP02,3492302,0,0,0
2015,2015,SW1802SWP01,SW1802SWP03,2750,0,0,2750
2015,2015,SW1802SWP02,R_Feather,3489552,0,0,968123
2015,2015,SW1802SWP04,SW1805SWP05,27879.44192,255.335,0,0
2015,2015,SW1803SWP11,SW1803SWP12,26162.02564,88.165,0,0
2015,2015,SW1803SWP12,SW1803SWP13,26162.02564,0,0,0
2015,2015,SW1803SWP13,SW1803SWP14,26162.02564,0,0,0
2015,2015,SW1803SWP14,SW1806SWP15,26162.02564,0,0,0
2015,2015,SW1803SWP16,SW1803SWP17,2343830.196,280.525,0,0
2015,2015,SW1803SWP17,SW1803SWP18,2343830.196,306.86,0,0
2015,2015,SW1803SWP18,GWR1803-5-27,205,0,0,0
2015,2015,SW1803SWP18,SW1803SWP19,2343523.492,714.48,0,0
2015,2015,SW1803SWP19,SW1809SWP20,412493,2611.745,0,0
2015,2015,SW1803SWP19,SW1809SWP24,2343234.01,2611.745,0,352321
2015,2015,SW1804SWP06,SW1804SWP07,106915,338.92,0,0
2015,2015,SW1804SWP06,SW1804SWP09,2484706.569,338.92,0,0
2015,2015,SW1804SWP06,SW1804SWP10,2484706.569,338.92,0,0
2015,2015,SW1804SWP07,SW1805SWP08,59963.05606,965.235,0,0
2015,2015,SW1804SWP07,XF_BYRON,3769.894687,965.235,0,21.37936495
2015,2015,SW1804SWP10,SW1803SWP11,61847.43549,155.72,0,0
2015,2015,SW1804SWP10,SW1803SWP16,2413983.262,155.72,0,0
2015,2015,SW1805081EB,SW1805081PEN,296955.555,113.2,0,0
2015,2015,SW1805081SYS,SW1805081EB,11469,0.7,0,0
2015,2015,SW1805SWP05,SW1805SWP05a,27879.44192,422.505,0,0
2015,2015,SW1805SWP05,SW1805SWP05b,25508.33646,422.505,0,0
2015,2015,SW1805SWP05,SW1805SWP05c,9508.33646,422.505,0,0
2015,2015,SW1805SWP05a,SW1805SWP05axf,5968.076441,0,0,5900.892908
2015,2015,SW1805SWP05a,SW1805SWP05axf2,661.0576544,0,0,644.49
2015,2015,SW1805SWP08,GWR1805-2-09.01 ,25400,83.9285,447.7322835,0
2015,2015,SW1805SWP08,SWP_YBACRD,121.4743844,83.9285,224,0.688890649
2015,2015,SW1806SWP15,GWR1806-3-12,1991.506253,0,0,0
