year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af
2020-01-01,2010,1801015PD,1801001PD,1588.440217,87.0,0.0,1588.440217
2025-01-01,2010,1801015PD,1801001PD,1661.296196,87.0,0.0,1661.296196
2030-01-01,2010,1801015PD,1801001PD,1731.453804,87.0,0.0,1731.453804
2035-01-01,2010,1801015PD,1801001PD,1731.453804,87.0,0.0,1731.453804
2020-01-01,2010,1801015PD,1801019PD,1828.0,25.0,0.0,1809.0
2025-01-01,2010,1801015PD,1801019PD,1843.0,25.0,0.0,1825.2
2015-01-01,2010,1801015PD,1801019PD,1845.0,25.0,0.0,1827.9
2030-01-01,2010,1801015PD,1801019PD,1871.0,25.0,0.0,1853.1
2035-01-01,2010,1801015PD,1801019PD,1871.0,25.0,0.0,1853.1
2010-01-01,2010,1801015PD,1801009PD,2949.0,25.0,0.0,2924.55
2015-01-01,2010,1801015PD,1801009PD,3231.0,25.0,0.0,3184.51
2020-01-01,2010,1801015PD,1801009PD,3312.0,25.0,0.0,3249.5
2025-01-01,2010,1801015PD,1801009PD,3395.0,25.0,0.0,3379.48
2030-01-01,2010,1801015PD,1801009PD,3479.0,25.0,0.0,3444.47
2035-01-01,2010,1801015PD,1801009PD,3479.0,25.0,0.0,3444.47
2035-01-01,2010,1801015PD,Humboldt Bay Municipal Water District,12376.0,163.1,0.0,12376.0
2010-01-01,2010,1801017PD,Humboldt Community Service District,1798.3354510000001,163.1,0.0,1798.3354510000001
2015-01-01,2010,1801017PD,Humboldt Community Service District,1817.4646710000002,163.1,0.0,1817.4646710000002
2020-01-01,2010,1801017PD,Humboldt Community Service District,1855.139698,163.1,0.0,1855.139698
2025-01-01,2010,1801017PD,Humboldt Community Service District,1884.7944280000002,163.1,0.0,1884.7944280000002
2030-01-01,2010,1801017PD,Humboldt Community Service District,1916.228405,163.1,0.0,1916.228405
2035-01-01,2010,1801017PD,Humboldt Community Service District,1916.228405,163.1,0.0,1916.228405
2010-01-01,2010,1801019PD,McKinleyville Community Service District,1414.56,163.1,0.0,1414.56
2020-01-01,2010,1801019PD,McKinleyville Community Service District,1809.0,163.1,0.0,1809.0
2025-01-01,2010,1801019PD,McKinleyville Community Service District,1825.2,163.1,0.0,1825.2
2015-01-01,2010,1801019PD,McKinleyville Community Service District,1827.9,163.1,0.0,1827.9
2030-01-01,2010,1801019PD,McKinleyville Community Service District,1853.1,163.1,0.0,1853.1
2035-01-01,2010,1801019PD,McKinleyville Community Service District,1853.1,163.1,0.0,1853.1
2010-01-01,2010,1801021NPD,Rohnert Park City of,710.0,195.72,0.0,710.0
2015-01-01,2010,1801021NPD,Rohnert Park City of,1300.0,195.72,0.0,1300.0
2020-01-01,2010,1801021NPD,Rohnert Park City of,1300.0,195.72,0.0,1300.0
2025-01-01,2010,1801021NPD,Rohnert Park City of,1300.0,195.72,0.0,1300.0
2030-01-01,2010,1801021NPD,Rohnert Park City of,1300.0,195.72,0.0,1300.0
2035-01-01,2010,1801021NPD,Rohnert Park City of,1300.0,195.72,0.0,1300.0
2010-01-01,2010,1801021PD,Rohnert Park City of,3098.08,163.1,0.0,3098.08
2015-01-01,2010,1801021PD,Rohnert Park City of,3879.22,163.1,0.0,3879.22
2020-01-01,2010,1801021PD,Rohnert Park City of,4059.64,163.1,0.0,4059.64
2025-01-01,2010,1801021PD,Rohnert Park City of,4203.0,163.1,0.0,4203.0
2030-01-01,2010,1801021PD,Rohnert Park City of,4382.92,163.1,0.0,4382.92
2035-01-01,2010,1801021PD,Rohnert Park City of,4609.22,163.1,0.0,4609.22
2010-01-01,2010,1801021REC,1801021NPD,710.0,0.0,236.0,710.0
2015-01-01,2010,1801021REC,1801021NPD,1300.0,0.0,236.0,1300.0
2020-01-01,2010,1801021REC,1801021NPD,1300.0,0.0,236.0,1300.0
2025-01-01,2010,1801021REC,1801021NPD,1300.0,0.0,236.0,1300.0
2030-01-01,2010,1801021REC,1801021NPD,1300.0,0.0,236.0,1300.0
2035-01-01,2010,1801021REC,1801021NPD,1300.0,0.0,236.0,1300.0
2010-01-01,2010,1801023NPD,Santa Rosa City of,204.0,195.72,0.0,204.0
2015-01-01,2010,1801023NPD,Santa Rosa City of,350.0,195.72,0.0,350.0
2020-01-01,2010,1801023NPD,Santa Rosa City of,350.0,195.72,0.0,350.0
2025-01-01,2010,1801023NPD,Santa Rosa City of,1100.0,195.72,0.0,1100.0
2030-01-01,2010,1801023NPD,Santa Rosa City of,1100.0,195.72,0.0,1100.0
2035-01-01,2010,1801023NPD,Santa Rosa City of,1100.0,195.72,0.0,1100.0
2010-01-01,2010,1801023PD,Santa Rosa City of,17086.08,163.1,0.0,17086.08
2015-01-01,2010,1801023PD,Santa Rosa City of,25590.17,163.1,0.0,25590.17
2020-01-01,2010,1801023PD,Santa Rosa City of,26667.07,163.1,0.0,26667.07
2025-01-01,2010,1801023PD,Santa Rosa City of,26985.66,163.1,0.0,26985.66
2030-01-01,2010,1801023PD,Santa Rosa City of,28153.2,163.1,0.0,28153.2
2035-01-01,2010,1801023PD,Santa Rosa City of,29724.64,163.1,0.0,29724.64
2010-01-01,2010,1801023REC,1801023NPD,204.0,0.0,236.0,204.0
2015-01-01,2010,1801023REC,1801023NPD,350.0,0.0,236.0,350.0
2020-01-01,2010,1801023REC,1801023NPD,350.0,0.0,236.0,350.0
2025-01-01,2010,1801023REC,1801023NPD,1100.0,0.0,236.0,1100.0
2030-01-01,2010,1801023REC,1801023NPD,1100.0,0.0,236.0,1100.0
2035-01-01,2010,1801023REC,1801023NPD,1100.0,0.0,236.0,1100.0
2010-01-01,2010,1801027PD,1805091PD,1757.394157,25.0,0.0,1755.36
2010-01-01,2010,1801027PD,1805099PD,2025.680751,25.0,0.0,2024.59
2010-01-01,2010,1801027PD,1801021PD,2044.461809,25.0,0.0,2022.32
2015-01-01,2010,1801027PD,1805091PD,2232.0518230000002,25.0,0.0,2213.7
2020-01-01,2010,1801027PD,1805091PD,2333.150643,25.0,0.0,2320.24
2025-01-01,2010,1801027PD,1805091PD,2485.0,25.0,0.0,2485.0
2030-01-01,2010,1801027PD,1805091PD,2576.0,25.0,0.0,2576.0
2015-01-01,2010,1801027PD,1801021PD,2580.283779,25.0,0.0,2565.22
2035-01-01,2010,1801027PD,1805091PD,2626.0,25.0,0.0,2626.0
2015-01-01,2010,1801027PD,1805099PD,2752.11544,25.0,0.0,2725.45
2020-01-01,2010,1801027PD,1805099PD,2800.137631,25.0,0.0,2784.42
2025-01-01,2010,1801027PD,1805099PD,2910.8528899999997,25.0,0.0,2882.07
2030-01-01,2010,1801027PD,1805099PD,3006.483645,25.0,0.0,3000.48
2010-01-01,2010,1801027PD,Sonoma County Water Agency,3092.0,163.1,0.0,3092.0
2035-01-01,2010,1801027PD,1805099PD,3148.812207,25.0,0.0,3142.6
2010-01-01,2010,1801027PD,1801033PD,3303.0,25.0,0.0,3294.6
2020-01-01,2010,1801027PD,1801021PD,3420.1243159999995,25.0,0.0,3391.42
2025-01-01,2010,1801027PD,1801021PD,3726.536403,25.0,0.0,3702.75
2015-01-01,2010,1801027PD,Sonoma County Water Agency,3865.0,163.1,0.0,3865.0
2020-01-01,2010,1801027PD,Sonoma County Water Agency,3865.0,163.1,0.0,3865.0
2025-01-01,2010,1801027PD,Sonoma County Water Agency,3865.0,163.1,0.0,3865.0
2030-01-01,2010,1801027PD,1801021PD,4049.522455,25.0,0.0,4021.92
2030-01-01,2010,1801027PD,Sonoma County Water Agency,4115.0,163.1,0.0,4115.0
2035-01-01,2010,1801027PD,1801021PD,4391.542934,25.0,0.0,4347.42
2015-01-01,2010,1801027PD,1801033PD,4655.9091450000005,25.0,0.0,4655.58
2020-01-01,2010,1801027PD,1801033PD,4759.84883,25.0,0.0,4759.74
2035-01-01,2010,1801027PD,1801033PD,4836.181909,25.0,0.0,4836.0
2030-01-01,2010,1801027PD,1801033PD,4836.236446,25.0,0.0,4836.0
2025-01-01,2010,1801027PD,1801033PD,4837.14233,25.0,0.0,4836.0
2010-01-01,2010,1801027PD,1805071PD,6990.377625,25.0,0.0,6923.07
2035-01-01,2010,1801027PD,Sonoma County Water Agency,7407.0,163.1,0.0,7407.0
2020-01-01,2010,1801027PD,1805071PD,10113.0,25.0,0.0,10050.0
2025-01-01,2010,1801027PD,1805071PD,10579.0,25.0,0.0,10452.0
2015-01-01,2010,1801027PD,1805071PD,10627.0,25.0,0.0,10586.0
2030-01-01,2010,1801027PD,1805071PD,11048.0,25.0,0.0,10988.0
2035-01-01,2010,1801027PD,1805071PD,11518.0,25.0,0.0,11390.0
2010-01-01,2010,1801027PD,1801023PD,16382.83035,25.0,0.0,16292.32
2015-01-01,2010,1801027PD,1801023PD,22673.22825,25.0,0.0,22555.27
2020-01-01,2010,1801027PD,1801023PD,23363.511000000002,25.0,0.0,23212.98
2025-01-01,2010,1801027PD,1801023PD,23564.760140000002,25.0,0.0,23346.45
2030-01-01,2010,1801027PD,1801023PD,24547.79036,25.0,0.0,24269.52
2035-01-01,2010,1801027PD,1801023PD,25606.25564,25.0,0.0,25556.08
2010-01-01,2010,1801027SW,1805049PD,5584.281768,25.0,3.0,5542.85
2025-01-01,2010,1801027SW,1805049PD,7002.309059,25.0,3.0,6970.0
2020-01-01,2010,1801027SW,1805049PD,7031.598579,25.0,3.0,6970.0
2030-01-01,2010,1801027SW,1805049PD,7032.504440000001,25.0,3.0,6970.0
2035-01-01,2010,1801027SW,1805049PD,7055.754884999999,25.0,3.0,7055.0
2015-01-01,2010,1801027SW,1805049PD,7273.161634,25.0,3.0,7225.0
2010-01-01,2010,1801027SW,1801027PD,50494.501939999995,111.5,26.0,3000.0
2015-01-01,2010,1801027SW,1801027PD,69134.86417,111.5,26.0,3750.0
2020-01-01,2010,1801027SW,1801027PD,70719.27555,111.5,26.0,3750.0
2025-01-01,2010,1801027SW,1801027PD,73413.64812,111.5,26.0,3750.0
2030-01-01,2010,1801027SW,1801027PD,76465.61361,111.5,26.0,4000.0
2035-01-01,2010,1801027SW,1801027PD,79435.23694,111.5,26.0,7200.0
2010-01-01,2010,1801029PD,1802013PD,4.556603774,25.0,0.0,4.5
2020-01-01,2010,1801029PD,1802013PD,6.007272727,25.0,0.0,6.0
2035-01-01,2010,1801029PD,1802013PD,6.010434782999999,25.0,0.0,6.0
2015-01-01,2010,1801029PD,1802013PD,6.014388489,25.0,0.0,6.0
2030-01-01,2010,1801029PD,1802013PD,6.021201412999999,25.0,0.0,6.0
2025-01-01,2010,1801029PD,1802013PD,6.032315978,25.0,0.0,6.0
2010-01-01,2010,1801029PD,Sweetwater Springs Water District,591.24,163.1,0.0,591.24
2015-01-01,2010,1801029PD,Sweetwater Springs Water District,613.98,163.1,0.0,613.98
2020-01-01,2010,1801029PD,Sweetwater Springs Water District,636.72,163.1,0.0,636.72
2025-01-01,2010,1801029PD,Sweetwater Springs Water District,659.46,163.1,0.0,659.46
2030-01-01,2010,1801029PD,Sweetwater Springs Water District,682.2,163.1,0.0,682.2
2035-01-01,2010,1801029PD,Sweetwater Springs Water District,704.94,163.1,0.0,704.94
2010-01-01,2010,1801031NPD,Ukiah City of,100.0,195.72,0.0,100.0
2015-01-01,2010,1801031NPD,Ukiah City of,214.0,195.72,0.0,214.0
2020-01-01,2010,1801031NPD,Ukiah City of,333.5,195.72,0.0,333.5
2025-01-01,2010,1801031NPD,Ukiah City of,459.5,195.72,0.0,459.5
2030-01-01,2010,1801031NPD,Ukiah City of,591.5,195.72,0.0,591.5
2035-01-01,2010,1801031NPD,Ukiah City of,731.0,195.72,0.0,731.0
2010-01-01,2010,1801031PD,Ukiah City of,2408.65,163.1,0.0,2408.65
2020-01-01,2010,1801031PD,Ukiah City of,2941.68,163.1,0.0,2941.68
2015-01-01,2010,1801031PD,Ukiah City of,3151.8,163.1,0.0,3151.8
2025-01-01,2010,1801031PD,Ukiah City of,3151.8,163.1,0.0,3151.8
2030-01-01,2010,1801031PD,Ukiah City of,3361.92,163.1,0.0,3361.92
2035-01-01,2010,1801031PD,Ukiah City of,3361.92,163.1,0.0,3361.92
2010-01-01,2010,1801031REC,1801031NPD,100.0,0.0,236.0,100.0
2015-01-01,2010,1801031REC,1801031NPD,214.0,0.0,236.0,214.0
2020-01-01,2010,1801031REC,1801031NPD,333.5,0.0,236.0,333.5
2025-01-01,2010,1801031REC,1801031NPD,459.5,0.0,236.0,459.5
2030-01-01,2010,1801031REC,1801031NPD,591.5,0.0,236.0,591.5
2035-01-01,2010,1801031REC,1801031NPD,731.0,0.0,236.0,731.0
2010-01-01,2010,1801033PD,"Windsor, Town of",3294.6,163.1,0.0,3294.6
2015-01-01,2010,1801033PD,"Windsor, Town of",4667.67,163.1,0.0,4667.67
2020-01-01,2010,1801033PD,"Windsor, Town of",4810.89,163.1,0.0,4810.89
2025-01-01,2010,1801033PD,"Windsor, Town of",5037.81,163.1,0.0,5037.81
2030-01-01,2010,1801033PD,"Windsor, Town of",5317.74,163.1,0.0,5317.74
2035-01-01,2010,1801033PD,"Windsor, Town of",5582.79,163.1,0.0,5582.79
2010-01-01,2010,1802005PD,California Water Service Company Chico District,24446.24,17.6,0.0,24446.24
2020-01-01,2010,1802005PD,California Water Service Company Chico District,28474.92,17.6,0.0,28474.92
2015-01-01,2010,1802005PD,California Water Service Company Chico District,29503.48,17.6,0.0,29503.48
2025-01-01,2010,1802005PD,California Water Service Company Chico District,30839.32,17.6,0.0,30839.32
2030-01-01,2010,1802005PD,California Water Service Company Chico District,33395.08,17.6,0.0,33395.08
2035-01-01,2010,1802005PD,California Water Service Company Chico District,36158.76,17.6,0.0,36158.76
2010-01-01,2010,1802007PD,"California Water Service Company Dixon, City of",1307.61,17.6,0.0,1307.61
2015-01-01,2010,1802007PD,"California Water Service Company Dixon, City of",1666.62,17.6,0.0,1666.62
2020-01-01,2010,1802007PD,"California Water Service Company Dixon, City of",1699.52,17.6,0.0,1699.52
2025-01-01,2010,1802007PD,"California Water Service Company Dixon, City of",1740.88,17.6,0.0,1740.88
2030-01-01,2010,1802007PD,"California Water Service Company Dixon, City of",1784.12,17.6,0.0,1784.12
2035-01-01,2010,1802007PD,"California Water Service Company Dixon, City of",1830.18,17.6,0.0,1830.18
2010-01-01,2010,1802009PD,California Water Service Company Marysville,2152.15,17.6,0.0,2152.15
2020-01-01,2010,1802009PD,California Water Service Company Marysville,2595.32,17.6,0.0,2595.32
2025-01-01,2010,1802009PD,California Water Service Company Marysville,2603.6,17.6,0.0,2603.6
2030-01-01,2010,1802009PD,California Water Service Company Marysville,2610.96,17.6,0.0,2610.96
2035-01-01,2010,1802009PD,California Water Service Company Marysville,2619.24,17.6,0.0,2619.24
2015-01-01,2010,1802009PD,California Water Service Company Marysville,2669.84,17.6,0.0,2669.84
2010-01-01,2010,1802011PD,California Water Service Company Oroville,2536.8,202.0,0.0,2536.8
2020-01-01,2010,1802011PD,California Water Service Company Oroville,2792.2,202.0,0.0,2792.2
2025-01-01,2010,1802011PD,California Water Service Company Oroville,2819.8,202.0,0.0,2819.8
2030-01-01,2010,1802011PD,California Water Service Company Oroville,2844.64,202.0,0.0,2844.64
2035-01-01,2010,1802011PD,California Water Service Company Oroville,2872.24,202.0,0.0,2872.24
2015-01-01,2010,1802011PD,California Water Service Company Oroville,3107.76,202.0,0.0,3107.76
2010-01-01,2010,1802013PD,California Water Service Company Redwood Valley,318.0,1000.0,0.0,318.0
2020-01-01,2010,1802013PD,California Water Service Company Redwood Valley,412.5,1000.0,0.0,412.5
2015-01-01,2010,1802013PD,California Water Service Company Redwood Valley,417.0,1000.0,0.0,417.0
2025-01-01,2010,1802013PD,California Water Service Company Redwood Valley,417.75,1000.0,0.0,417.75
2030-01-01,2010,1802013PD,California Water Service Company Redwood Valley,424.5,1000.0,0.0,424.5
2035-01-01,2010,1802013PD,California Water Service Company Redwood Valley,431.25,1000.0,0.0,431.25
2020-01-01,2010,1802015PD,California Water Service Company Willows,1506.04,17.6,0.0,1506.04
2025-01-01,2010,1802015PD,California Water Service Company Willows,1524.44,17.6,0.0,1524.44
2030-01-01,2010,1802015PD,California Water Service Company Willows,1542.84,17.6,0.0,1542.84
2035-01-01,2010,1802015PD,California Water Service Company Willows,1561.24,17.6,0.0,1561.24
2015-01-01,2010,1802015PD,California Water Service Company Willows,1675.32,17.6,0.0,1675.32
2010-01-01,2010,1802015PD,California Water Service Company Willows,1782.04,17.6,0.0,1782.04
2015-01-01,2010,1802019PD,Carmichael Water District,8156.6,17.6,0.0,8156.6
2020-01-01,2010,1802019PD,Carmichael Water District,8156.6,17.6,0.0,8156.6
2025-01-01,2010,1802019PD,Carmichael Water District,8156.6,17.6,0.0,8156.6
2030-01-01,2010,1802019PD,Carmichael Water District,8156.6,17.6,0.0,8156.6
2035-01-01,2010,1802019PD,Carmichael Water District,8156.6,17.6,0.0,8156.6
2010-01-01,2010,1802019PD,Carmichael Water District,8502.48,17.6,0.0,8502.48
2010-01-01,2010,1802021PD,Citrus Heights Water District,13578.84,17.6,0.0,13578.84
2020-01-01,2010,1802021PD,Citrus Heights Water District,16461.56,17.6,0.0,16461.56
2025-01-01,2010,1802021PD,Citrus Heights Water District,16862.68,17.6,0.0,16862.68
2030-01-01,2010,1802021PD,Citrus Heights Water District,17263.8,17.6,0.0,17263.8
2015-01-01,2010,1802021PD,Citrus Heights Water District,17391.68,17.6,0.0,17391.68
2035-01-01,2010,1802021PD,Citrus Heights Water District,17664.92,17.6,0.0,17664.92
2010-01-01,2010,1802027PD,Davis City of,10650.0,17.6,0.0,10650.0
2015-01-01,2010,1802027PD,Davis City of,12000.0,17.6,0.0,12000.0
2020-01-01,2010,1802027PD,Davis City of,12059.0,17.6,0.0,12059.0
2025-01-01,2010,1802027PD,Davis City of,12642.5,17.6,0.0,12642.5
2030-01-01,2010,1802027PD,Davis City of,13420.5,17.6,0.0,13420.5
2035-01-01,2010,1802027PD,Davis City of,14070.0,17.6,0.0,14070.0
2010-01-01,2010,1802031NPD,El Dorado Irrigation District,1542.0,21.12,0.0,1542.0
2015-01-01,2010,1802031NPD,El Dorado Irrigation District,2178.0,21.12,0.0,2178.0
2020-01-01,2010,1802031NPD,El Dorado Irrigation District,2939.0,21.12,0.0,2939.0
2025-01-01,2010,1802031NPD,El Dorado Irrigation District,3865.0,21.12,0.0,3865.0
2030-01-01,2010,1802031NPD,El Dorado Irrigation District,3865.0,21.12,0.0,3865.0
2035-01-01,2010,1802031NPD,El Dorado Irrigation District,3865.0,21.12,0.0,3865.0
2010-01-01,2010,1802031PD,El Dorado Irrigation District,22172.7,17.6,0.0,22172.7
2015-01-01,2010,1802031PD,El Dorado Irrigation District,34357.4,17.6,0.0,34357.4
2020-01-01,2010,1802031PD,El Dorado Irrigation District,36641.5,17.6,0.0,36641.5
2025-01-01,2010,1802031PD,El Dorado Irrigation District,41876.0,17.6,0.0,41876.0
2030-01-01,2010,1802031PD,El Dorado Irrigation District,48169.8,17.6,0.0,48169.8
2035-01-01,2010,1802031PD,El Dorado Irrigation District,60785.7,17.6,0.0,60785.7
2010-01-01,2010,1802031REC,1802031NPD,1542.0,0.0,236.0,1542.0
2015-01-01,2010,1802031REC,1802031NPD,2178.0,0.0,236.0,2178.0
2020-01-01,2010,1802031REC,1802031NPD,2939.0,0.0,236.0,2939.0
2025-01-01,2010,1802031REC,1802031NPD,3865.0,0.0,236.0,3865.0
2030-01-01,2010,1802031REC,1802031NPD,3865.0,0.0,236.0,3865.0
2035-01-01,2010,1802031REC,1802031NPD,3865.0,0.0,236.0,3865.0
2010-01-01,2010,1802033PD,Elk Grove Water Service,6720.0,17.6,0.0,6720.0
2020-01-01,2010,1802033PD,Elk Grove Water Service,9580.0,17.6,0.0,9580.0
2015-01-01,2010,1802033PD,Elk Grove Water Service,9775.0,17.6,0.0,9775.0
2025-01-01,2010,1802033PD,Elk Grove Water Service,10040.0,17.6,0.0,10040.0
2030-01-01,2010,1802033PD,Elk Grove Water Service,10500.0,17.6,0.0,10500.0
2035-01-01,2010,1802033PD,Elk Grove Water Service,10500.0,17.6,0.0,10500.0
2015-01-01,2010,1802035PD,Fair Oaks Water District,9558.45,17.6,0.0,9558.45
2020-01-01,2010,1802035PD,Fair Oaks Water District,9853.65,17.6,0.0,9853.65
2025-01-01,2010,1802035PD,Fair Oaks Water District,9931.68,17.6,0.0,9931.68
2030-01-01,2010,1802035PD,Fair Oaks Water District,10011.26,17.6,0.0,10011.26
2035-01-01,2010,1802035PD,Fair Oaks Water District,10011.26,17.6,0.0,10011.26
2010-01-01,2010,1802035PD,Fair Oaks Water District,10620.0,17.6,0.0,10620.0
2010-01-01,2010,1802037PD,Folsom City of,22606.08,17.6,0.0,22606.08
2015-01-01,2010,1802037PD,Folsom City of,22640.8,17.6,0.0,22640.8
2020-01-01,2010,1802037PD,Folsom City of,25688.6,17.6,0.0,25688.6
2025-01-01,2010,1802037PD,Folsom City of,28301.0,17.6,0.0,28301.0
2030-01-01,2010,1802037PD,Folsom City of,29607.2,17.6,0.0,29607.2
2035-01-01,2010,1802037PD,Folsom City of,30478.0,17.6,0.0,30478.0
2010-01-01,2010,1802041PD,Georgetown Divide Public Utilities District,1663.2,17.6,0.0,1663.2
2015-01-01,2010,1802041PD,Georgetown Divide Public Utilities District,2078.86,17.6,0.0,2078.86
2020-01-01,2010,1802041PD,Georgetown Divide Public Utilities District,2087.34,17.6,0.0,2087.34
2025-01-01,2010,1802041PD,Georgetown Divide Public Utilities District,2310.66,17.6,0.0,2310.66
2030-01-01,2010,1802041PD,Georgetown Divide Public Utilities District,2484.27,17.6,0.0,2484.27
2035-01-01,2010,1802041PD,Georgetown Divide Public Utilities District,2484.27,17.6,0.0,2484.27
2030-01-01,2010,1802043PD,1802085PD,471.2187933,25.0,0.0,430.0
2035-01-01,2010,1802043PD,1802085PD,503.63091210000005,25.0,0.0,500.0
2025-01-01,2010,1802043PD,1802085PD,534.6682263,25.0,0.0,480.0
2020-01-01,2010,1802043PD,1802085PD,598.3363922,25.0,0.0,540.0
2015-01-01,2010,1802043PD,1802085PD,630.2635906,25.0,0.0,560.0
2010-01-01,2010,1802043PD,Golden State Water Company Cordova,15324.54,17.6,0.0,15324.54
2020-01-01,2010,1802043PD,Golden State Water Company Cordova,17892.0,17.6,0.0,17892.0
2015-01-01,2010,1802043PD,Golden State Water Company Cordova,17954.09,17.6,0.0,17954.09
2025-01-01,2010,1802043PD,Golden State Water Company Cordova,18140.5,17.6,0.0,18140.5
2030-01-01,2010,1802043PD,Golden State Water Company Cordova,18637.5,17.6,0.0,18637.5
2035-01-01,2010,1802043PD,Golden State Water Company Cordova,19134.5,17.6,0.0,19134.5
2025-01-01,2010,1802053NPD,Lincoln City of,200.0,21.12,0.0,200.0
2030-01-01,2010,1802053NPD,Lincoln City of,300.0,21.12,0.0,300.0
2035-01-01,2010,1802053NPD,Lincoln City of,400.0,21.12,0.0,400.0
2010-01-01,2010,1802053PD,Lincoln City of,8650.82,17.6,0.0,8650.82
2015-01-01,2010,1802053PD,Lincoln City of,9103.44,17.6,0.0,9103.44
2020-01-01,2010,1802053PD,Lincoln City of,9894.51,17.6,0.0,9894.51
