,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af
0,2010,2010,1801001PD,Arcata City of,1624.0,163.1,0.0,1624.0
1,2015,2010,1801001PD,Arcata City of,1693.0,163.1,0.0,1693.0
2,2020,2010,1801001PD,Arcata City of,1766.0,163.1,0.0,1766.0
3,2025,2010,1801001PD,Arcata City of,1847.0,163.1,0.0,1847.0
4,2030,2010,1801001PD,Arcata City of,1925.0,163.1,0.0,1925.0
5,2035,2010,1801001PD,Arcata City of,1925.0,163.1,0.0,1925.0
6,2035,2010,1801007NPD,Crescent City City of,2.0,195.72,0.0,2.0
7,2015,2010,1801007NPD,Crescent City City of,4.0,195.72,0.0,4.0
8,2020,2010,1801007NPD,Crescent City City of,4.0,195.72,0.0,4.0
9,2025,2010,1801007NPD,Crescent City City of,4.0,195.72,0.0,4.0
10,2030,2010,1801007NPD,Crescent City City of,4.0,195.72,0.0,4.0
11,2010,2010,1801007PD,Crescent City City of,2015.2,163.1,0.0,2015.2
12,2015,2010,1801007PD,Crescent City City of,2235.04,163.1,0.0,2235.04
13,2020,2010,1801007PD,Crescent City City of,2308.32,163.1,0.0,2308.32
14,2025,2010,1801007PD,Crescent City City of,2344.96,163.1,0.0,2344.96
15,2030,2010,1801007PD,Crescent City City of,2418.24,163.1,0.0,2418.24
16,2035,2010,1801007PD,Crescent City City of,2418.24,163.1,0.0,2418.24
17,2035,2010,1801007REC,1801007NPD,2.0,0.0,236.0,2.0
18,2015,2010,1801007REC,1801007NPD,4.0,0.0,236.0,4.0
19,2020,2010,1801007REC,1801007NPD,4.0,0.0,236.0,4.0
20,2025,2010,1801007REC,1801007NPD,4.0,0.0,236.0,4.0
21,2030,2010,1801007REC,1801007NPD,4.0,0.0,236.0,4.0
22,2015,2010,1801009PD,1801017PD,337.0030977,25.0,0.0,333.18960439999995
23,2030,2010,1801009PD,1801017PD,557.4296086,25.0,0.0,551.6026481
24,2035,2010,1801009PD,1801017PD,557.4296086,25.0,0.0,551.6026481
25,2020,2010,1801009PD,1801017PD,557.535517,25.0,0.0,551.6026481
26,2025,2010,1801009PD,1801017PD,557.7448366,25.0,0.0,551.6026481
27,2010,2010,1801009PD,1801017PD,561.7675055,25.0,0.0,557.003898
28,2010,2010,1801009PD,Eureka City of,2924.55,163.1,0.0,2924.55
29,2015,2010,1801009PD,Eureka City of,3184.51,163.1,0.0,3184.51
30,2020,2010,1801009PD,Eureka City of,3249.5,163.1,0.0,3249.5
31,2025,2010,1801009PD,Eureka City of,3379.48,163.1,0.0,3379.48
32,2030,2010,1801009PD,Eureka City of,3444.47,163.1,0.0,3444.47
33,2035,2010,1801009PD,Eureka City of,3444.47,163.1,0.0,3444.47
34,2010,2010,1801011PD,Fortuna City of,1350.0,163.1,0.0,1350.0
35,2015,2010,1801011PD,Fortuna City of,1421.64,163.1,0.0,1421.64
36,2020,2010,1801011PD,Fortuna City of,1525.0,163.1,0.0,1525.0
37,2025,2010,1801011PD,Fortuna City of,1606.77,163.1,0.0,1606.77
38,2030,2010,1801011PD,Fortuna City of,1707.75,163.1,0.0,1707.75
39,2035,2010,1801011PD,Fortuna City of,1707.75,163.1,0.0,1707.75
40,2010,2010,1801015PD,1801017PD,616.9228606,25.0,0.0,611.6915534
41,2020,2010,1801015PD,1801017PD,648.2350748,25.0,0.0,641.3370502
42,2025,2010,1801015PD,1801017PD,667.1588955,25.0,0.0,659.81178
43,2030,2010,1801015PD,1801017PD,688.118847,25.0,0.0,680.925757
44,2035,2010,1801015PD,1801017PD,688.118847,25.0,0.0,680.925757
45,2030,2010,1801015PD,Humboldt Bay Municipal Water District,728.0,163.1,0.0,728.0
46,2020,2010,1801015PD,Humboldt Bay Municipal Water District,784.0,163.1,0.0,784.0
47,2025,2010,1801015PD,Humboldt Bay Municipal Water District,784.0,163.1,0.0,784.0
48,2015,2010,1801015PD,1801017PD,819.8018619,25.0,0.0,810.5250661
49,2010,2010,1801015PD,Humboldt Bay Municipal Water District,840.0,163.1,0.0,840.0
50,2015,2010,1801015PD,Humboldt Bay Municipal Water District,840.0,163.1,0.0,840.0
51,2010,2010,1801015PD,1801019PD,1415.0,25.0,0.0,1414.56
52,2010,2010,1801015PD,1801001PD,1460.717391,87.0,0.0,1460.717391
53,2015,2010,1801015PD,1801001PD,1522.779891,87.0,0.0,1522.779891
54,2020,2010,1801015PD,1801001PD,1588.440217,87.0,0.0,1588.440217
55,2025,2010,1801015PD,1801001PD,1661.296196,87.0,0.0,1661.296196
56,2030,2010,1801015PD,1801001PD,1731.453804,87.0,0.0,1731.453804
57,2035,2010,1801015PD,1801001PD,1731.453804,87.0,0.0,1731.453804
58,2020,2010,1801015PD,1801019PD,1828.0,25.0,0.0,1809.0
59,2025,2010,1801015PD,1801019PD,1843.0,25.0,0.0,1825.2
60,2015,2010,1801015PD,1801019PD,1845.0,25.0,0.0,1827.9
61,2030,2010,1801015PD,1801019PD,1871.0,25.0,0.0,1853.1
62,2035,2010,1801015PD,1801019PD,1871.0,25.0,0.0,1853.1
63,2010,2010,1801015PD,1801009PD,2949.0,25.0,0.0,2924.55
64,2015,2010,1801015PD,1801009PD,3231.0,25.0,0.0,3184.51
65,2020,2010,1801015PD,1801009PD,3312.0,25.0,0.0,3249.5
66,2025,2010,1801015PD,1801009PD,3395.0,25.0,0.0,3379.48
67,2030,2010,1801015PD,1801009PD,3479.0,25.0,0.0,3444.47
68,2035,2010,1801015PD,1801009PD,3479.0,25.0,0.0,3444.47
69,2035,2010,1801015PD,Humboldt Bay Municipal Water District,12376.0,163.1,0.0,12376.0
70,2010,2010,1801017PD,Humboldt Community Service District,1798.335451,163.1,0.0,1798.335451
71,2015,2010,1801017PD,Humboldt Community Service District,1817.464671,163.1,0.0,1817.464671
72,2020,2010,1801017PD,Humboldt Community Service District,1855.139698,163.1,0.0,1855.139698
73,2025,2010,1801017PD,Humboldt Community Service District,1884.794428,163.1,0.0,1884.794428
74,2030,2010,1801017PD,Humboldt Community Service District,1916.228405,163.1,0.0,1916.228405
75,2035,2010,1801017PD,Humboldt Community Service District,1916.228405,163.1,0.0,1916.228405
76,2010,2010,1801019PD,McKinleyville Community Service District,1414.56,163.1,0.0,1414.56
77,2020,2010,1801019PD,McKinleyville Community Service District,1809.0,163.1,0.0,1809.0
78,2025,2010,1801019PD,McKinleyville Community Service District,1825.2,163.1,0.0,1825.2
79,2015,2010,1801019PD,McKinleyville Community Service District,1827.9,163.1,0.0,1827.9
80,2030,2010,1801019PD,McKinleyville Community Service District,1853.1,163.1,0.0,1853.1
81,2035,2010,1801019PD,McKinleyville Community Service District,1853.1,163.1,0.0,1853.1
82,2010,2010,1801021NPD,Rohnert Park City of,710.0,195.72,0.0,710.0
83,2015,2010,1801021NPD,Rohnert Park City of,1300.0,195.72,0.0,1300.0
84,2020,2010,1801021NPD,Rohnert Park City of,1300.0,195.72,0.0,1300.0
85,2025,2010,1801021NPD,Rohnert Park City of,1300.0,195.72,0.0,1300.0
86,2030,2010,1801021NPD,Rohnert Park City of,1300.0,195.72,0.0,1300.0
87,2035,2010,1801021NPD,Rohnert Park City of,1300.0,195.72,0.0,1300.0
88,2010,2010,1801021PD,Rohnert Park City of,3098.08,163.1,0.0,3098.08
89,2015,2010,1801021PD,Rohnert Park City of,3879.22,163.1,0.0,3879.22
90,2020,2010,1801021PD,Rohnert Park City of,4059.64,163.1,0.0,4059.64
91,2025,2010,1801021PD,Rohnert Park City of,4203.0,163.1,0.0,4203.0
92,2030,2010,1801021PD,Rohnert Park City of,4382.92,163.1,0.0,4382.92
93,2035,2010,1801021PD,Rohnert Park City of,4609.22,163.1,0.0,4609.22
94,2010,2010,1801021REC,1801021NPD,710.0,0.0,236.0,710.0
95,2015,2010,1801021REC,1801021NPD,1300.0,0.0,236.0,1300.0
96,2020,2010,1801021REC,1801021NPD,1300.0,0.0,236.0,1300.0
97,2025,2010,1801021REC,1801021NPD,1300.0,0.0,236.0,1300.0
98,2030,2010,1801021REC,1801021NPD,1300.0,0.0,236.0,1300.0
99,2035,2010,1801021REC,1801021NPD,1300.0,0.0,236.0,1300.0
100,2010,2010,1801023NPD,Santa Rosa City of,204.0,195.72,0.0,204.0
101,2015,2010,1801023NPD,Santa Rosa City of,350.0,195.72,0.0,350.0
102,2020,2010,1801023NPD,Santa Rosa City of,350.0,195.72,0.0,350.0
103,2025,2010,1801023NPD,Santa Rosa City of,1100.0,195.72,0.0,1100.0
104,2030,2010,1801023NPD,Santa Rosa City of,1100.0,195.72,0.0,1100.0
105,2035,2010,1801023NPD,Santa Rosa City of,1100.0,195.72,0.0,1100.0
106,2010,2010,1801023PD,Santa Rosa City of,17086.08,163.1,0.0,17086.08
107,2015,2010,1801023PD,Santa Rosa City of,25590.17,163.1,0.0,25590.17
108,2020,2010,1801023PD,Santa Rosa City of,26667.07,163.1,0.0,26667.07
109,2025,2010,1801023PD,Santa Rosa City of,26985.66,163.1,0.0,26985.66
110,2030,2010,1801023PD,Santa Rosa City of,28153.2,163.1,0.0,28153.2
111,2035,2010,1801023PD,Santa Rosa City of,29724.64,163.1,0.0,29724.64
112,2010,2010,1801023REC,1801023NPD,204.0,0.0,236.0,204.0
113,2015,2010,1801023REC,1801023NPD,350.0,0.0,236.0,350.0
114,2020,2010,1801023REC,1801023NPD,350.0,0.0,236.0,350.0
115,2025,2010,1801023REC,1801023NPD,1100.0,0.0,236.0,1100.0
116,2030,2010,1801023REC,1801023NPD,1100.0,0.0,236.0,1100.0
117,2035,2010,1801023REC,1801023NPD,1100.0,0.0,236.0,1100.0
118,2010,2010,1801027PD,1805091PD,1757.394157,25.0,0.0,1755.36
119,2010,2010,1801027PD,1805099PD,2025.680751,25.0,0.0,2024.59
120,2010,2010,1801027PD,1801021PD,2044.461809,25.0,0.0,2022.32
121,2015,2010,1801027PD,1805091PD,2232.051823,25.0,0.0,2213.7
122,2020,2010,1801027PD,1805091PD,2333.150643,25.0,0.0,2320.24
123,2025,2010,1801027PD,1805091PD,2485.0,25.0,0.0,2485.0
124,2030,2010,1801027PD,1805091PD,2576.0,25.0,0.0,2576.0
125,2015,2010,1801027PD,1801021PD,2580.283779,25.0,0.0,2565.22
126,2035,2010,1801027PD,1805091PD,2626.0,25.0,0.0,2626.0
127,2015,2010,1801027PD,1805099PD,2752.11544,25.0,0.0,2725.45
128,2020,2010,1801027PD,1805099PD,2800.137631,25.0,0.0,2784.42
129,2025,2010,1801027PD,1805099PD,2910.85289,25.0,0.0,2882.07
130,2030,2010,1801027PD,1805099PD,3006.483645,25.0,0.0,3000.48
131,2010,2010,1801027PD,Sonoma County Water Agency,3092.0,163.1,0.0,3092.0
132,2035,2010,1801027PD,1805099PD,3148.812207,25.0,0.0,3142.6
133,2010,2010,1801027PD,1801033PD,3303.0,25.0,0.0,3294.6
134,2020,2010,1801027PD,1801021PD,3420.1243159999995,25.0,0.0,3391.42
135,2025,2010,1801027PD,1801021PD,3726.536403,25.0,0.0,3702.75
136,2015,2010,1801027PD,Sonoma County Water Agency,3865.0,163.1,0.0,3865.0
137,2020,2010,1801027PD,Sonoma County Water Agency,3865.0,163.1,0.0,3865.0
138,2025,2010,1801027PD,Sonoma County Water Agency,3865.0,163.1,0.0,3865.0
139,2030,2010,1801027PD,1801021PD,4049.522455,25.0,0.0,4021.92
140,2030,2010,1801027PD,Sonoma County Water Agency,4115.0,163.1,0.0,4115.0
141,2035,2010,1801027PD,1801021PD,4391.542934,25.0,0.0,4347.42
142,2015,2010,1801027PD,1801033PD,4655.909145000001,25.0,0.0,4655.58
143,2020,2010,1801027PD,1801033PD,4759.84883,25.0,0.0,4759.74
144,2035,2010,1801027PD,1801033PD,4836.181909,25.0,0.0,4836.0
145,2030,2010,1801027PD,1801033PD,4836.236446,25.0,0.0,4836.0
146,2025,2010,1801027PD,1801033PD,4837.14233,25.0,0.0,4836.0
147,2010,2010,1801027PD,1805071PD,6990.377625,25.0,0.0,6923.07
148,2035,2010,1801027PD,Sonoma County Water Agency,7407.0,163.1,0.0,7407.0
149,2020,2010,1801027PD,1805071PD,10113.0,25.0,0.0,10050.0
150,2025,2010,1801027PD,1805071PD,10579.0,25.0,0.0,10452.0
151,2015,2010,1801027PD,1805071PD,10627.0,25.0,0.0,10586.0
152,2030,2010,1801027PD,1805071PD,11048.0,25.0,0.0,10988.0
153,2035,2010,1801027PD,1805071PD,11518.0,25.0,0.0,11390.0
154,2010,2010,1801027PD,1801023PD,16382.83035,25.0,0.0,16292.32
155,2015,2010,1801027PD,1801023PD,22673.22825,25.0,0.0,22555.27
156,2020,2010,1801027PD,1801023PD,23363.511,25.0,0.0,23212.98
157,2025,2010,1801027PD,1801023PD,23564.76014,25.0,0.0,23346.45
158,2030,2010,1801027PD,1801023PD,24547.79036,25.0,0.0,24269.52
159,2035,2010,1801027PD,1801023PD,25606.25564,25.0,0.0,25556.08
160,2010,2010,1801027SW,1805049PD,5584.281768,25.0,3.0,5542.85
161,2025,2010,1801027SW,1805049PD,7002.309059,25.0,3.0,6970.0
162,2020,2010,1801027SW,1805049PD,7031.598579,25.0,3.0,6970.0
163,2030,2010,1801027SW,1805049PD,7032.5044400000015,25.0,3.0,6970.0
164,2035,2010,1801027SW,1805049PD,7055.7548849999985,25.0,3.0,7055.0
165,2015,2010,1801027SW,1805049PD,7273.161634,25.0,3.0,7225.0
166,2010,2010,1801027SW,1801027PD,50494.50194,111.5,26.0,3000.0
167,2015,2010,1801027SW,1801027PD,69134.86417,111.5,26.0,3750.0
168,2020,2010,1801027SW,1801027PD,70719.27555,111.5,26.0,3750.0
169,2025,2010,1801027SW,1801027PD,73413.64812,111.5,26.0,3750.0
170,2030,2010,1801027SW,1801027PD,76465.61361,111.5,26.0,4000.0
171,2035,2010,1801027SW,1801027PD,79435.23694,111.5,26.0,7200.0
172,2010,2010,1801029PD,1802013PD,4.556603774,25.0,0.0,4.5
173,2020,2010,1801029PD,1802013PD,6.007272727,25.0,0.0,6.0
174,2035,2010,1801029PD,1802013PD,6.010434782999999,25.0,0.0,6.0
175,2015,2010,1801029PD,1802013PD,6.014388489,25.0,0.0,6.0
176,2030,2010,1801029PD,1802013PD,6.021201412999999,25.0,0.0,6.0
177,2025,2010,1801029PD,1802013PD,6.032315978,25.0,0.0,6.0
178,2010,2010,1801029PD,Sweetwater Springs Water District,591.24,163.1,0.0,591.24
179,2015,2010,1801029PD,Sweetwater Springs Water District,613.98,163.1,0.0,613.98
180,2020,2010,1801029PD,Sweetwater Springs Water District,636.72,163.1,0.0,636.72
181,2025,2010,1801029PD,Sweetwater Springs Water District,659.46,163.1,0.0,659.46
182,2030,2010,1801029PD,Sweetwater Springs Water District,682.2,163.1,0.0,682.2
183,2035,2010,1801029PD,Sweetwater Springs Water District,704.94,163.1,0.0,704.94
184,2010,2010,1801031NPD,Ukiah City of,100.0,195.72,0.0,100.0
185,2015,2010,1801031NPD,Ukiah City of,214.0,195.72,0.0,214.0
186,2020,2010,1801031NPD,Ukiah City of,333.5,195.72,0.0,333.5
187,2025,2010,1801031NPD,Ukiah City of,459.5,195.72,0.0,459.5
188,2030,2010,1801031NPD,Ukiah City of,591.5,195.72,0.0,591.5
189,2035,2010,1801031NPD,Ukiah City of,731.0,195.72,0.0,731.0
190,2010,2010,1801031PD,Ukiah City of,2408.65,163.1,0.0,2408.65
191,2020,2010,1801031PD,Ukiah City of,2941.68,163.1,0.0,2941.68
192,2015,2010,1801031PD,Ukiah City of,3151.8,163.1,0.0,3151.8
193,2025,2010,1801031PD,Ukiah City of,3151.8,163.1,0.0,3151.8
194,2030,2010,1801031PD,Ukiah City of,3361.92,163.1,0.0,3361.92
195,2035,2010,1801031PD,Ukiah City of,3361.92,163.1,0.0,3361.92
196,2010,2010,1801031REC,1801031NPD,100.0,0.0,236.0,100.0
197,2015,2010,1801031REC,1801031NPD,214.0,0.0,236.0,214.0
198,2020,2010,1801031REC,1801031NPD,333.5,0.0,236.0,333.5
199,2025,2010,1801031REC,1801031NPD,459.5,0.0,236.0,459.5
200,2030,2010,1801031REC,1801031NPD,591.5,0.0,236.0,591.5
201,2035,2010,1801031REC,1801031NPD,731.0,0.0,236.0,731.0
202,2010,2010,1801033PD,"Windsor, Town of",3294.6,163.1,0.0,3294.6
203,2015,2010,1801033PD,"Windsor, Town of",4667.67,163.1,0.0,4667.67
204,2020,2010,1801033PD,"Windsor, Town of",4810.89,163.1,0.0,4810.89
205,2025,2010,1801033PD,"Windsor, Town of",5037.81,163.1,0.0,5037.81
206,2030,2010,1801033PD,"Windsor, Town of",5317.74,163.1,0.0,5317.74
207,2035,2010,1801033PD,"Windsor, Town of",5582.79,163.1,0.0,5582.79
208,2010,2010,1802005PD,California Water Service Company Chico District,24446.24,17.6,0.0,24446.24
209,2020,2010,1802005PD,California Water Service Company Chico District,28474.92,17.6,0.0,28474.92
210,2015,2010,1802005PD,California Water Service Company Chico District,29503.48,17.6,0.0,29503.48
211,2025,2010,1802005PD,California Water Service Company Chico District,30839.32,17.6,0.0,30839.32
212,2030,2010,1802005PD,California Water Service Company Chico District,33395.08,17.6,0.0,33395.08
213,2035,2010,1802005PD,California Water Service Company Chico District,36158.76,17.6,0.0,36158.76
214,2010,2010,1802007PD,"California Water Service Company Dixon, City of",1307.61,17.6,0.0,1307.61
215,2015,2010,1802007PD,"California Water Service Company Dixon, City of",1666.62,17.6,0.0,1666.62
216,2020,2010,1802007PD,"California Water Service Company Dixon, City of",1699.52,17.6,0.0,1699.52
217,2025,2010,1802007PD,"California Water Service Company Dixon, City of",1740.88,17.6,0.0,1740.88
218,2030,2010,1802007PD,"California Water Service Company Dixon, City of",1784.12,17.6,0.0,1784.12
219,2035,2010,1802007PD,"California Water Service Company Dixon, City of",1830.18,17.6,0.0,1830.18
220,2010,2010,1802009PD,California Water Service Company Marysville,2152.15,17.6,0.0,2152.15
221,2020,2010,1802009PD,California Water Service Company Marysville,2595.32,17.6,0.0,2595.32
222,2025,2010,1802009PD,California Water Service Company Marysville,2603.6,17.6,0.0,2603.6
223,2030,2010,1802009PD,California Water Service Company Marysville,2610.96,17.6,0.0,2610.96
224,2035,2010,1802009PD,California Water Service Company Marysville,2619.24,17.6,0.0,2619.24
225,2015,2010,1802009PD,California Water Service Company Marysville,2669.84,17.6,0.0,2669.84
226,2010,2010,1802011PD,California Water Service Company Oroville,2536.8,202.0,0.0,2536.8
227,2020,2010,1802011PD,California Water Service Company Oroville,2792.2,202.0,0.0,2792.2
228,2025,2010,1802011PD,California Water Service Company Oroville,2819.8,202.0,0.0,2819.8
229,2030,2010,1802011PD,California Water Service Company Oroville,2844.64,202.0,0.0,2844.64
230,2035,2010,1802011PD,California Water Service Company Oroville,2872.24,202.0,0.0,2872.24
231,2015,2010,1802011PD,California Water Service Company Oroville,3107.76,202.0,0.0,3107.76
232,2010,2010,1802013PD,California Water Service Company Redwood Valley,318.0,1000.0,0.0,318.0
233,2020,2010,1802013PD,California Water Service Company Redwood Valley,412.5,1000.0,0.0,412.5
234,2015,2010,1802013PD,California Water Service Company Redwood Valley,417.0,1000.0,0.0,417.0
235,2025,2010,1802013PD,California Water Service Company Redwood Valley,417.75,1000.0,0.0,417.75
236,2030,2010,1802013PD,California Water Service Company Redwood Valley,424.5,1000.0,0.0,424.5
237,2035,2010,1802013PD,California Water Service Company Redwood Valley,431.25,1000.0,0.0,431.25
238,2020,2010,1802015PD,California Water Service Company Willows,1506.04,17.6,0.0,1506.04
239,2025,2010,1802015PD,California Water Service Company Willows,1524.44,17.6,0.0,1524.44
240,2030,2010,1802015PD,California Water Service Company Willows,1542.84,17.6,0.0,1542.84
241,2035,2010,1802015PD,California Water Service Company Willows,1561.24,17.6,0.0,1561.24
242,2015,2010,1802015PD,California Water Service Company Willows,1675.32,17.6,0.0,1675.32
243,2010,2010,1802015PD,California Water Service Company Willows,1782.04,17.6,0.0,1782.04
244,2015,2010,1802019PD,Carmichael Water District,8156.6,17.6,0.0,8156.6
245,2020,2010,1802019PD,Carmichael Water District,8156.6,17.6,0.0,8156.6
246,2025,2010,1802019PD,Carmichael Water District,8156.6,17.6,0.0,8156.6
247,2030,2010,1802019PD,Carmichael Water District,8156.6,17.6,0.0,8156.6
248,2035,2010,1802019PD,Carmichael Water District,8156.6,17.6,0.0,8156.6
249,2010,2010,1802019PD,Carmichael Water District,8502.48,17.6,0.0,8502.48
250,2010,2010,1802021PD,Citrus Heights Water District,13578.84,17.6,0.0,13578.84
251,2020,2010,1802021PD,Citrus Heights Water District,16461.56,17.6,0.0,16461.56
252,2025,2010,1802021PD,Citrus Heights Water District,16862.68,17.6,0.0,16862.68
253,2030,2010,1802021PD,Citrus Heights Water District,17263.8,17.6,0.0,17263.8
254,2015,2010,1802021PD,Citrus Heights Water District,17391.68,17.6,0.0,17391.68
255,2035,2010,1802021PD,Citrus Heights Water District,17664.92,17.6,0.0,17664.92
256,2010,2010,1802027PD,Davis City of,10650.0,17.6,0.0,10650.0
257,2015,2010,1802027PD,Davis City of,12000.0,17.6,0.0,12000.0
258,2020,2010,1802027PD,Davis City of,12059.0,17.6,0.0,12059.0
259,2025,2010,1802027PD,Davis City of,12642.5,17.6,0.0,12642.5
260,2030,2010,1802027PD,Davis City of,13420.5,17.6,0.0,13420.5
261,2035,2010,1802027PD,Davis City of,14070.0,17.6,0.0,14070.0
262,2010,2010,1802031NPD,El Dorado Irrigation District,1542.0,21.12,0.0,1542.0
263,2015,2010,1802031NPD,El Dorado Irrigation District,2178.0,21.12,0.0,2178.0
264,2020,2010,1802031NPD,El Dorado Irrigation District,2939.0,21.12,0.0,2939.0
265,2025,2010,1802031NPD,El Dorado Irrigation District,3865.0,21.12,0.0,3865.0
266,2030,2010,1802031NPD,El Dorado Irrigation District,3865.0,21.12,0.0,3865.0
267,2035,2010,1802031NPD,El Dorado Irrigation District,3865.0,21.12,0.0,3865.0
268,2010,2010,1802031PD,El Dorado Irrigation District,22172.7,17.6,0.0,22172.7
269,2015,2010,1802031PD,El Dorado Irrigation District,34357.4,17.6,0.0,34357.4
270,2020,2010,1802031PD,El Dorado Irrigation District,36641.5,17.6,0.0,36641.5
271,2025,2010,1802031PD,El Dorado Irrigation District,41876.0,17.6,0.0,41876.0
272,2030,2010,1802031PD,El Dorado Irrigation District,48169.8,17.6,0.0,48169.8
273,2035,2010,1802031PD,El Dorado Irrigation District,60785.7,17.6,0.0,60785.7
274,2010,2010,1802031REC,1802031NPD,1542.0,0.0,236.0,1542.0
275,2015,2010,1802031REC,1802031NPD,2178.0,0.0,236.0,2178.0
276,2020,2010,1802031REC,1802031NPD,2939.0,0.0,236.0,2939.0
277,2025,2010,1802031REC,1802031NPD,3865.0,0.0,236.0,3865.0
278,2030,2010,1802031REC,1802031NPD,3865.0,0.0,236.0,3865.0
279,2035,2010,1802031REC,1802031NPD,3865.0,0.0,236.0,3865.0
280,2010,2010,1802033PD,Elk Grove Water Service,6720.0,17.6,0.0,6720.0
281,2020,2010,1802033PD,Elk Grove Water Service,9580.0,17.6,0.0,9580.0
282,2015,2010,1802033PD,Elk Grove Water Service,9775.0,17.6,0.0,9775.0
283,2025,2010,1802033PD,Elk Grove Water Service,10040.0,17.6,0.0,10040.0
284,2030,2010,1802033PD,Elk Grove Water Service,10500.0,17.6,0.0,10500.0
285,2035,2010,1802033PD,Elk Grove Water Service,10500.0,17.6,0.0,10500.0
286,2015,2010,1802035PD,Fair Oaks Water District,9558.45,17.6,0.0,9558.45
287,2020,2010,1802035PD,Fair Oaks Water District,9853.65,17.6,0.0,9853.65
288,2025,2010,1802035PD,Fair Oaks Water District,9931.68,17.6,0.0,9931.68
289,2030,2010,1802035PD,Fair Oaks Water District,10011.26,17.6,0.0,10011.26
290,2035,2010,1802035PD,Fair Oaks Water District,10011.26,17.6,0.0,10011.26
291,2010,2010,1802035PD,Fair Oaks Water District,10620.0,17.6,0.0,10620.0
292,2010,2010,1802037PD,Folsom City of,22606.08,17.6,0.0,22606.08
293,2015,2010,1802037PD,Folsom City of,22640.8,17.6,0.0,22640.8
294,2020,2010,1802037PD,Folsom City of,25688.6,17.6,0.0,25688.6
295,2025,2010,1802037PD,Folsom City of,28301.0,17.6,0.0,28301.0
296,2030,2010,1802037PD,Folsom City of,29607.2,17.6,0.0,29607.2
297,2035,2010,1802037PD,Folsom City of,30478.0,17.6,0.0,30478.0
298,2010,2010,1802041PD,Georgetown Divide Public Utilities District,1663.2,17.6,0.0,1663.2
299,2015,2010,1802041PD,Georgetown Divide Public Utilities District,2078.86,17.6,0.0,2078.86
300,2020,2010,1802041PD,Georgetown Divide Public Utilities District,2087.34,17.6,0.0,2087.34
301,2025,2010,1802041PD,Georgetown Divide Public Utilities District,2310.66,17.6,0.0,2310.66
302,2030,2010,1802041PD,Georgetown Divide Public Utilities District,2484.27,17.6,0.0,2484.27
303,2035,2010,1802041PD,Georgetown Divide Public Utilities District,2484.27,17.6,0.0,2484.27
304,2030,2010,1802043PD,1802085PD,471.2187933,25.0,0.0,430.0
305,2035,2010,1802043PD,1802085PD,503.6309121000001,25.0,0.0,500.0
306,2025,2010,1802043PD,1802085PD,534.6682263,25.0,0.0,480.0
307,2020,2010,1802043PD,1802085PD,598.3363922,25.0,0.0,540.0
308,2015,2010,1802043PD,1802085PD,630.2635906,25.0,0.0,560.0
309,2010,2010,1802043PD,Golden State Water Company Cordova,15324.54,17.6,0.0,15324.54
310,2020,2010,1802043PD,Golden State Water Company Cordova,17892.0,17.6,0.0,17892.0
311,2015,2010,1802043PD,Golden State Water Company Cordova,17954.09,17.6,0.0,17954.09
312,2025,2010,1802043PD,Golden State Water Company Cordova,18140.5,17.6,0.0,18140.5
313,2030,2010,1802043PD,Golden State Water Company Cordova,18637.5,17.6,0.0,18637.5
314,2035,2010,1802043PD,Golden State Water Company Cordova,19134.5,17.6,0.0,19134.5
315,2025,2010,1802053NPD,Lincoln City of,200.0,21.12,0.0,200.0
316,2030,2010,1802053NPD,Lincoln City of,300.0,21.12,0.0,300.0
317,2035,2010,1802053NPD,Lincoln City of,400.0,21.12,0.0,400.0
318,2010,2010,1802053PD,Lincoln City of,8650.82,17.6,0.0,8650.82
319,2015,2010,1802053PD,Lincoln City of,9103.44,17.6,0.0,9103.44
320,2020,2010,1802053PD,Lincoln City of,9894.51,17.6,0.0,9894.51
321,2025,2010,1802053PD,Lincoln City of,10880.22,17.6,0.0,10880.22
322,2030,2010,1802053PD,Lincoln City of,11953.8,17.6,0.0,11953.8
323,2035,2010,1802053PD,Lincoln City of,13339.04,17.6,0.0,13339.04
324,2025,2010,1802053REC,1802053NPD,200.0,0.0,236.0,200.0
325,2030,2010,1802053REC,1802053NPD,300.0,0.0,236.0,300.0
326,2035,2010,1802053REC,1802053NPD,400.0,0.0,236.0,400.0
327,2010,2010,1802055PD,Linda County Water District,2635.2,17.6,0.0,2635.2
328,2015,2010,1802055PD,Linda County Water District,3294.0,17.6,0.0,3294.0
329,2020,2010,1802055PD,Linda County Water District,3623.4,17.6,0.0,3623.4
330,2025,2010,1802055PD,Linda County Water District,3952.8,17.6,0.0,3952.8
331,2030,2010,1802055PD,Linda County Water District,4282.2,17.6,0.0,4282.2
332,2035,2010,1802055PD,Linda County Water District,4611.6,17.6,0.0,4611.6
333,2035,2010,1802059NPD,Nevada Irrigation District,1890.0,21.12,0.0,1890.0
334,2010,2010,1802059NPD,Nevada Irrigation District,2500.0,21.12,0.0,2500.0
335,2015,2010,1802059NPD,Nevada Irrigation District,2500.0,21.12,0.0,2500.0
336,2020,2010,1802059NPD,Nevada Irrigation District,2500.0,21.12,0.0,2500.0
337,2025,2010,1802059NPD,Nevada Irrigation District,2500.0,21.12,0.0,2500.0
338,2030,2010,1802059NPD,Nevada Irrigation District,2500.0,21.12,0.0,2500.0
