,year,data_year,source,target,cumulative_volume_af,transmission_kwh/af,treatment_kwh/af,used_vol_af
1157,2020,2010,1805001PD,Alameda County Flood Control and Water Conservation District Zone 7,9499.311109,318.2,0.0,299.3111094
1158,2025,2010,1805001PD,Alameda County Flood Control and Water Conservation District Zone 7,9499.311109,318.2,0.0,299.3111094
1159,2030,2010,1805001PD,Alameda County Flood Control and Water Conservation District Zone 7,9500.0,318.2,0.0,300.0
1160,2035,2010,1805001PD,Alameda County Flood Control and Water Conservation District Zone 7,9500.0,318.2,0.0,300.0
1161,2020,2010,1805001PD,1805075PD,11726.20833,25.0,0.0,11662.04
1162,2010,2010,1805001PD,1805075PD,11772.84332,25.0,0.0,11658.24
1163,2015,2010,1805001PD,1805075PD,12154.77751,25.0,0.0,12112.1
1164,2015,2010,1805001PD,1805029PD,12209.0,25.0,0.0,12126.0
1165,2025,2010,1805001PD,1805075PD,12446.51745,25.0,0.0,12435.89
1166,2030,2010,1805001PD,1805075PD,13215.84067,25.0,0.0,13066.69
1167,2035,2010,1805001PD,1805075PD,13603.6275,25.0,0.0,13538.98
1168,2020,2010,1805001PD,1805029PD,15168.0,25.0,0.0,15040.0
1169,2025,2010,1805001PD,1805029PD,16584.0,25.0,0.0,16450.0
1170,2030,2010,1805001PD,1805029PD,17294.0,25.0,0.0,17202.0
1171,2035,2010,1805001PD,1805029PD,17564.0,25.0,0.0,17390.0
1172,2010,2010,1805003PD,Alameda County Water District,43000.0,318.2,0.0,43000.0
1173,2015,2010,1805003PD,Alameda County Water District,50100.0,318.2,0.0,50100.0
1174,2020,2010,1805003PD,Alameda County Water District,51600.0,318.2,0.0,51600.0
1175,2025,2010,1805003PD,Alameda County Water District,53500.0,318.2,0.0,53500.0
1176,2030,2010,1805003PD,Alameda County Water District,55600.0,318.2,0.0,55600.0
1177,2035,2010,1805003PD,Alameda County Water District,62100.0,318.2,0.0,62100.0
1178,2010,2010,1805005NPD,"American Canyon, City of",73.0,381.84,0.0,73.0
1179,2015,2010,1805005NPD,"American Canyon, City of",666.0,381.84,0.0,666.0
1180,2020,2010,1805005NPD,"American Canyon, City of",966.0,381.84,0.0,966.0
1181,2025,2010,1805005NPD,"American Canyon, City of",1014.0,381.84,0.0,1014.0
1182,2030,2010,1805005NPD,"American Canyon, City of",1065.0,381.84,0.0,1065.0
1183,2035,2010,1805005NPD,"American Canyon, City of",1118.0,381.84,0.0,1118.0
1184,2010,2010,1805005PD,"American Canyon, City of",2753.0,318.2,0.0,2753.0
1185,2015,2010,1805005PD,"American Canyon, City of",2974.0,318.2,0.0,2974.0
1186,2020,2010,1805005PD,"American Canyon, City of",3423.0,318.2,0.0,3423.0
1187,2025,2010,1805005PD,"American Canyon, City of",3663.0,318.2,0.0,3663.0
1188,2030,2010,1805005PD,"American Canyon, City of",4147.0,318.2,0.0,4147.0
1189,2035,2010,1805005PD,"American Canyon, City of",4630.0,318.2,0.0,4630.0
1190,2010,2010,1805005REC,1805005NPD,73.0,0.0,236.0,73.0
1191,2015,2010,1805005REC,1805005NPD,666.0,0.0,236.0,666.0
1192,2020,2010,1805005REC,1805005NPD,966.0,0.0,236.0,966.0
1193,2025,2010,1805005REC,1805005NPD,1014.0,0.0,236.0,1014.0
1194,2030,2010,1805005REC,1805005NPD,1065.0,0.0,236.0,1065.0
1195,2035,2010,1805005REC,1805005NPD,1118.0,0.0,236.0,1118.0
1196,2015,2010,1805007PD,Benicia City of,4691.4,318.2,0.0,4481.4
1197,2020,2010,1805007PD,Benicia City of,4827.84,318.2,0.0,4827.84
1198,2025,2010,1805007PD,Benicia City of,4827.84,318.2,0.0,4827.84
1199,2010,2010,1805007PD,Benicia City of,5024.12,318.2,0.0,5024.12
1200,2030,2010,1805007PD,Benicia City of,5029.0,318.2,0.0,5029.0
1201,2035,2010,1805007PD,Benicia City of,5029.0,318.2,0.0,5029.0
1202,2010,2010,1805009NPD,Burlingame City of,168.0,381.84,0.0,168.0
1203,2015,2010,1805009NPD,Burlingame City of,168.0,381.84,0.0,168.0
1204,2020,2010,1805009NPD,Burlingame City of,168.0,381.84,0.0,168.0
1205,2025,2010,1805009NPD,Burlingame City of,168.0,381.84,0.0,168.0
1206,2030,2010,1805009NPD,Burlingame City of,168.0,381.84,0.0,168.0
1207,2035,2010,1805009NPD,Burlingame City of,168.0,381.84,0.0,168.0
1208,2010,2010,1805009PD,Burlingame City of,4099.9,318.2,0.0,4099.9
1209,2015,2010,1805009PD,Burlingame City of,5095.59,318.2,0.0,5095.59
1210,2020,2010,1805009PD,Burlingame City of,5154.16,318.2,0.0,5154.16
1211,2025,2010,1805009PD,Burlingame City of,5271.3,318.2,0.0,5271.3
1212,2030,2010,1805009PD,Burlingame City of,5388.44,318.2,0.0,5388.44
1213,2035,2010,1805009PD,Burlingame City of,5388.44,318.2,0.0,5388.44
1214,2010,2010,1805009REC,1805009NPD,168.0,0.0,236.0,168.0
1215,2015,2010,1805009REC,1805009NPD,168.0,0.0,236.0,168.0
1216,2020,2010,1805009REC,1805009NPD,168.0,0.0,236.0,168.0
1217,2025,2010,1805009REC,1805009NPD,168.0,0.0,236.0,168.0
1218,2030,2010,1805009REC,1805009NPD,168.0,0.0,236.0,168.0
1219,2035,2010,1805009REC,1805009NPD,168.0,0.0,236.0,168.0
1220,2020,2010,1805011PD,California Water Service Company Bear Gulch,12243.34,294.0,0.0,12243.34
1221,2010,2010,1805011PD,California Water Service Company Bear Gulch,12391.68,294.0,0.0,12391.68
1222,2025,2010,1805011PD,California Water Service Company Bear Gulch,12585.75,294.0,0.0,12585.75
1223,2030,2010,1805011PD,California Water Service Company Bear Gulch,12947.56,294.0,0.0,12947.56
1224,2035,2010,1805011PD,California Water Service Company Bear Gulch,13330.71,294.0,0.0,13330.71
1225,2015,2010,1805011PD,California Water Service Company Bear Gulch,13423.83,294.0,0.0,13423.83
1226,2010,2010,1805013PD,California Water Service Company Livermore,9747.0,300.0,0.0,9747.0
1227,2020,2010,1805013PD,California Water Service Company Livermore,10746.52,300.0,0.0,10746.52
1228,2015,2010,1805013PD,California Water Service Company Livermore,11157.76,300.0,0.0,11157.76
1229,2025,2010,1805013PD,California Water Service Company Livermore,12001.65,300.0,0.0,12001.65
1230,2030,2010,1805013PD,California Water Service Company Livermore,12097.44,300.0,0.0,12097.44
1231,2035,2010,1805013PD,California Water Service Company Livermore,12192.3,300.0,0.0,12192.3
1232,2010,2010,1805015PD,California Water Service Company Los Altos/Suburban,11648.0,301.0,0.0,11648.0
1233,2020,2010,1805015PD,California Water Service Company Los Altos/Suburban,11989.7,301.0,0.0,11989.7
1234,2025,2010,1805015PD,California Water Service Company Los Altos/Suburban,12201.2,301.0,0.0,12201.2
1235,2030,2010,1805015PD,California Water Service Company Los Altos/Suburban,12417.4,301.0,0.0,12417.4
1236,2035,2010,1805015PD,California Water Service Company Los Altos/Suburban,12634.54,301.0,0.0,12634.54
1237,2015,2010,1805015PD,California Water Service Company Los Altos/Suburban,13245.54,301.0,0.0,13245.54
1238,2010,2010,1805017PD,California Water Service Company Mid Peninsula,14839.08,223.0,0.0,14839.08
1239,2020,2010,1805017PD,California Water Service Company Mid Peninsula,17123.96,223.0,0.0,17123.96
1240,2015,2010,1805017PD,California Water Service Company Mid Peninsula,17398.12,223.0,0.0,17398.12
1241,2025,2010,1805017PD,California Water Service Company Mid Peninsula,17611.56,223.0,0.0,17611.56
1242,2030,2010,1805017PD,California Water Service Company Mid Peninsula,18126.76,223.0,0.0,18126.76
1243,2035,2010,1805017PD,California Water Service Company Mid Peninsula,18669.56,223.0,0.0,18669.56
1244,2010,2010,1805019PD,California Water Service Company South San Francisco,8041.75,294.0,0.0,8041.75
1245,2020,2010,1805019PD,California Water Service Company South San Francisco,8231.75,294.0,0.0,8231.75
1246,2025,2010,1805019PD,California Water Service Company South San Francisco,8481.6,294.0,0.0,8481.6
1247,2030,2010,1805019PD,California Water Service Company South San Francisco,8743.8,294.0,0.0,8743.8
1248,2015,2010,1805019PD,California Water Service Company South San Francisco,8832.15,294.0,0.0,8832.15
1249,2035,2010,1805019PD,California Water Service Company South San Francisco,9019.3,294.0,0.0,9019.3
1250,2010,2010,1805023PD,Coastside County Water District,1902.6,318.2,0.0,1902.6
1251,2020,2010,1805023PD,Coastside County Water District,2145.99,318.2,0.0,2145.99
1252,2025,2010,1805023PD,Coastside County Water District,2172.94,318.2,0.0,2172.94
1253,2015,2010,1805023PD,Coastside County Water District,2223.0,318.2,0.0,2223.0
1254,2030,2010,1805023PD,Coastside County Water District,2230.02,318.2,0.0,2230.02
1255,2035,2010,1805023PD,Coastside County Water District,2487.71,318.2,0.0,2487.71
1256,2010,2010,1805025NPD,Contra Costa Water District,4250.0,381.84,0.0,4250.0
1257,2015,2010,1805025NPD,Contra Costa Water District,5250.0,381.84,0.0,5250.0
1258,2020,2010,1805025NPD,Contra Costa Water District,6250.0,381.84,0.0,6250.0
1259,2025,2010,1805025NPD,Contra Costa Water District,6650.0,381.84,0.0,6650.0
1260,2030,2010,1805025NPD,Contra Costa Water District,7050.0,381.84,0.0,7050.0
1261,2035,2010,1805025NPD,Contra Costa Water District,7400.0,381.84,0.0,7400.0
1262,2010,2010,1805025PD,1805039PD,1707.629968,25.0,0.0,1699.98
1263,2015,2010,1805025PD,1805039PD,2484.324873,25.0,0.0,2479.4
1264,2020,2010,1805025PD,1805039PD,2654.369427,25.0,0.0,2649.6
1265,2025,2010,1805025PD,1805039PD,2800.3396,25.0,0.0,2794.96
1266,2030,2010,1805025PD,1805039PD,2872.331754,25.0,0.0,2866.72
1267,2010,2010,1805025PD,1804007PD,2939.596154,25.0,0.0,2939.596154
1268,2035,2010,1805025PD,1805039PD,2963.282096,25.0,0.0,2956.88
1269,2020,2010,1805025PD,1804007PD,3040.596154,25.0,0.0,3040.596154
1270,2015,2010,1805025PD,1804007PD,3109.596154,25.0,0.0,3109.596154
1271,2025,2010,1805025PD,1804007PD,3160.596154,25.0,0.0,3160.596154
1272,2030,2010,1805025PD,1804007PD,3230.596154,25.0,0.0,3230.596154
1273,2035,2010,1805025PD,1804007PD,3295.596154,25.0,0.0,3295.596154
1274,2010,2010,1805025PD,1805051PD,3829.741546,25.0,0.0,3798.9
1275,2020,2010,1805025PD,1805051PD,4556.0,25.0,0.0,4556.0
1276,2025,2010,1805025PD,1805051PD,4615.0,25.0,0.0,4615.0
1277,2030,2010,1805025PD,1805051PD,4745.0,25.0,0.0,4745.0
1278,2035,2010,1805025PD,1805051PD,4875.0,25.0,0.0,4875.0
1279,2015,2010,1805025PD,1805051PD,5026.0,25.0,0.0,5026.0
1280,2010,2010,1805025PD,1805073PD,6449.400068,25.0,0.0,6408.3
1281,2015,2010,1805025PD,1805073PD,7739.650167,25.0,0.0,7675.84
1282,2020,2010,1805025PD,1805073PD,8467.678701,25.0,0.0,8465.52
1283,2025,2010,1805025PD,1805073PD,9238.152249,25.0,0.0,9217.32
1284,2030,2010,1805025PD,1805073PD,10082.97611,25.0,0.0,10027.08
1285,2035,2010,1805025PD,1805073PD,10976.17574,25.0,0.0,10899.84
1286,2010,2010,1805025PD,1804001PD,11675.77682,25.0,0.0,11675.77682
1287,2020,2010,1805025PD,1804001PD,13620.36848,25.0,0.0,13620.36848
1288,2025,2010,1805025PD,1804001PD,13864.66205,25.0,0.0,13864.66205
1289,2030,2010,1805025PD,1804001PD,14436.22283,25.0,0.0,14436.22283
1290,2035,2010,1805025PD,1804001PD,15552.25304,25.0,0.0,15552.25304
1291,2015,2010,1805025PD,1804001PD,15581.53753,25.0,0.0,15581.53753
1292,2010,2010,1805025PD,Contra Costa Water District,62560.0,361.0,0.0,62560.0
1293,2020,2010,1805025PD,Contra Costa Water District,93534.0,361.0,0.0,93534.0
1294,2015,2010,1805025PD,Contra Costa Water District,94320.0,361.0,0.0,94320.0
1295,2025,2010,1805025PD,Contra Costa Water District,97988.0,361.0,0.0,97988.0
1296,2030,2010,1805025PD,Contra Costa Water District,100215.0,361.0,0.0,100215.0
1297,2035,2010,1805025PD,Contra Costa Water District,102442.0,361.0,0.0,102442.0
1298,2010,2010,1805025REC,1805025NPD,4250.0,0.0,236.0,4250.0
1299,2015,2010,1805025REC,1805025NPD,5250.0,0.0,236.0,5250.0
1300,2020,2010,1805025REC,1805025NPD,6250.0,0.0,236.0,6250.0
1301,2025,2010,1805025REC,1805025NPD,6650.0,0.0,236.0,6650.0
1302,2030,2010,1805025REC,1805025NPD,7050.0,0.0,236.0,7050.0
1303,2035,2010,1805025REC,1805025NPD,7400.0,0.0,236.0,7400.0
1304,2010,2010,1805027NPD,Daly City City of,547.0,381.84,0.0,547.0
1305,2015,2010,1805027NPD,Daly City City of,3103.0,381.84,0.0,3103.0
1306,2020,2010,1805027NPD,Daly City City of,6911.0,381.84,0.0,6911.0
1307,2025,2010,1805027NPD,Daly City City of,6911.0,381.84,0.0,6911.0
1308,2030,2010,1805027NPD,Daly City City of,6911.0,381.84,0.0,6911.0
1309,2035,2010,1805027NPD,Daly City City of,6911.0,381.84,0.0,6911.0
1310,2020,2010,1805027PD,Daly City City of,2941.0,318.2,0.0,2941.0
1311,2025,2010,1805027PD,Daly City City of,3054.22,318.2,0.0,3054.22
1312,2035,2010,1805027PD,Daly City City of,3154.24,318.2,0.0,3154.24
1313,2030,2010,1805027PD,Daly City City of,3168.8,318.2,0.0,3168.8
1314,2010,2010,1805027PD,Daly City City of,4130.19,318.2,0.0,4130.19
1315,2015,2010,1805027PD,Daly City City of,6199.32,318.2,0.0,6199.32
1316,2010,2010,1805027REC,1805027NPD,547.0,0.0,236.0,547.0
1317,2015,2010,1805027REC,1805027NPD,3103.0,0.0,236.0,3103.0
1318,2020,2010,1805027REC,1805027NPD,6911.0,0.0,236.0,6911.0
1319,2025,2010,1805027REC,1805027NPD,6911.0,0.0,236.0,6911.0
1320,2030,2010,1805027REC,1805027NPD,6911.0,0.0,236.0,6911.0
1321,2035,2010,1805027REC,1805027NPD,6911.0,0.0,236.0,6911.0
1322,2010,2010,1805029NPD,Dublin San Ramon Services District,1264.0,381.84,0.0,1264.0
1323,2015,2010,1805029NPD,Dublin San Ramon Services District,2017.0,381.84,0.0,2017.0
1324,2020,2010,1805029NPD,Dublin San Ramon Services District,3271.0,381.84,0.0,3271.0
1325,2025,2010,1805029NPD,Dublin San Ramon Services District,3841.0,381.84,0.0,3841.0
1326,2030,2010,1805029NPD,Dublin San Ramon Services District,3952.0,381.84,0.0,3952.0
1327,2035,2010,1805029NPD,Dublin San Ramon Services District,4064.0,381.84,0.0,4064.0
1328,2010,2010,1805029PD,Dublin San Ramon Services District,8742.0,318.2,0.0,8742.0
1329,2015,2010,1805029PD,Dublin San Ramon Services District,12126.0,318.2,0.0,12126.0
1330,2020,2010,1805029PD,Dublin San Ramon Services District,15040.0,318.2,0.0,15040.0
1331,2025,2010,1805029PD,Dublin San Ramon Services District,16450.0,318.2,0.0,16450.0
1332,2030,2010,1805029PD,Dublin San Ramon Services District,17202.0,318.2,0.0,17202.0
1333,2035,2010,1805029PD,Dublin San Ramon Services District,17390.0,318.2,0.0,17390.0
1334,2010,2010,1805029REC,1805029NPD,1264.0,0.0,236.0,1264.0
1335,2015,2010,1805029REC,1805029NPD,2017.0,0.0,236.0,2017.0
1336,2020,2010,1805029REC,1805029NPD,3271.0,0.0,236.0,3271.0
1337,2025,2010,1805029REC,1805029NPD,3841.0,0.0,236.0,3841.0
1338,2030,2010,1805029REC,1805029NPD,3952.0,0.0,236.0,3952.0
1339,2035,2010,1805029REC,1805029NPD,4064.0,0.0,236.0,4064.0
1340,2010,2010,1805031NPD,East Bay Municipal Utilities District,10080.0,381.84,0.0,10080.0
1341,2015,2010,1805031NPD,East Bay Municipal Utilities District,12320.0,381.84,0.0,12320.0
1342,2020,2010,1805031NPD,East Bay Municipal Utilities District,17920.0,381.84,0.0,17920.0
1343,2025,2010,1805031NPD,East Bay Municipal Utilities District,20160.0,381.84,0.0,20160.0
1344,2030,2010,1805031NPD,East Bay Municipal Utilities District,21280.0,381.84,0.0,21280.0
1345,2035,2010,1805031NPD,East Bay Municipal Utilities District,22400.0,381.84,0.0,22400.0
1346,2010,2010,1805031PD,East Bay Municipal Utilities District,153891.39,318.2,0.0,153891.39
1347,2035,2010,1805031PD,East Bay Municipal Utilities District,167731.2,318.2,0.0,167731.2
1348,2030,2010,1805031PD,East Bay Municipal Utilities District,172368.0,318.2,0.0,172368.0
1349,2025,2010,1805031PD,East Bay Municipal Utilities District,174283.2,318.2,0.0,174283.2
1350,2020,2010,1805031PD,East Bay Municipal Utilities District,180364.8,318.2,0.0,180364.8
1351,2015,2010,1805031PD,East Bay Municipal Utilities District,199920.0,318.2,0.0,199920.0
1352,2010,2010,1805031REC,1805031NPD,10080.0,0.0,236.0,10080.0
1353,2015,2010,1805031REC,1805031NPD,12320.0,0.0,236.0,12320.0
1354,2020,2010,1805031REC,1805031NPD,17920.0,0.0,236.0,17920.0
1355,2025,2010,1805031REC,1805031NPD,20160.0,0.0,236.0,20160.0
1356,2030,2010,1805031REC,1805031NPD,21280.0,0.0,236.0,21280.0
1357,2035,2010,1805031REC,1805031NPD,22400.0,0.0,236.0,22400.0
1358,2020,2010,1805033NPD,"East Palo Alto, City of",50.0,381.84,0.0,50.0
1359,2025,2010,1805033NPD,"East Palo Alto, City of",50.0,381.84,0.0,50.0
1360,2030,2010,1805033NPD,"East Palo Alto, City of",50.0,381.84,0.0,50.0
1361,2035,2010,1805033NPD,"East Palo Alto, City of",50.0,381.84,0.0,50.0
1362,2010,2010,1805033PD,"East Palo Alto, City of",1886.0,318.2,0.0,1886.0
1363,2015,2010,1805033PD,"East Palo Alto, City of",2450.56,318.2,0.0,2450.56
1364,2020,2010,1805033PD,"East Palo Alto, City of",2570.1,318.2,0.0,2570.1
1365,2025,2010,1805033PD,"East Palo Alto, City of",2705.72,318.2,0.0,2705.72
1366,2030,2010,1805033PD,"East Palo Alto, City of",2904.67,318.2,0.0,2904.67
1367,2035,2010,1805033PD,"East Palo Alto, City of",2904.67,318.2,0.0,2904.67
1368,2020,2010,1805033REC,1805033NPD,50.0,0.0,236.0,50.0
1369,2025,2010,1805033REC,1805033NPD,50.0,0.0,236.0,50.0
1370,2030,2010,1805033REC,1805033NPD,50.0,0.0,236.0,50.0
1371,2035,2010,1805033REC,1805033NPD,50.0,0.0,236.0,50.0
1372,2010,2010,1805035PD,Estero Municipal Improvement District,4884.0,318.2,0.0,4884.0
1373,2020,2010,1805035PD,Estero Municipal Improvement District,5346.0,318.2,0.0,5346.0
1374,2025,2010,1805035PD,Estero Municipal Improvement District,5478.0,318.2,0.0,5478.0
1375,2030,2010,1805035PD,Estero Municipal Improvement District,5478.0,318.2,0.0,5478.0
1376,2035,2010,1805035PD,Estero Municipal Improvement District,5478.0,318.2,0.0,5478.0
1377,2015,2010,1805035PD,Estero Municipal Improvement District,5808.0,318.2,0.0,5808.0
1378,2010,2010,1805039PD,Golden State Water Company Bay Point,1904.43,120.0,0.0,1904.43
1379,2015,2010,1805039PD,Golden State Water Company Bay Point,2718.6,120.0,0.0,2718.6
1380,2020,2010,1805039PD,Golden State Water Company Bay Point,2888.8,120.0,0.0,2888.8
1381,2025,2010,1805039PD,Golden State Water Company Bay Point,3034.16,120.0,0.0,3034.16
1382,2030,2010,1805039PD,Golden State Water Company Bay Point,3105.92,120.0,0.0,3105.92
1383,2035,2010,1805039PD,Golden State Water Company Bay Point,3196.08,120.0,0.0,3196.08
1384,2015,2010,1805043NPD,Hayward City of,1737.5,381.84,0.0,1737.5
1385,2020,2010,1805043NPD,Hayward City of,1880.0,381.84,0.0,1880.0
1386,2025,2010,1805043NPD,Hayward City of,1880.0,381.84,0.0,1880.0
1387,2030,2010,1805043NPD,Hayward City of,1880.0,381.84,0.0,1880.0
1388,2035,2010,1805043NPD,Hayward City of,1880.0,381.84,0.0,1880.0
1389,2010,2010,1805043PD,Hayward City of,16215.71,318.2,0.0,16215.71
1390,2015,2010,1805043PD,Hayward City of,24200.0,318.2,0.0,24200.0
1391,2020,2010,1805043PD,Hayward City of,26200.0,318.2,0.0,26200.0
1392,2025,2010,1805043PD,Hayward City of,28450.0,318.2,0.0,28450.0
1393,2030,2010,1805043PD,Hayward City of,31000.0,318.2,0.0,31000.0
1394,2035,2010,1805043PD,Hayward City of,34160.0,318.2,0.0,34160.0
1395,2015,2010,1805043REC,1805043NPD,1737.5,0.0,236.0,1737.5
1396,2020,2010,1805043REC,1805043NPD,1880.0,0.0,236.0,1880.0
1397,2025,2010,1805043REC,1805043NPD,1880.0,0.0,236.0,1880.0
1398,2030,2010,1805043REC,1805043NPD,1880.0,0.0,236.0,1880.0
1399,2035,2010,1805043REC,1805043NPD,1880.0,0.0,236.0,1880.0
1400,2020,2010,1805045PD,Hillsborough Town of,3115.08,318.2,0.0,3115.08
1401,2025,2010,1805045PD,Hillsborough Town of,3115.08,318.2,0.0,3115.08
1402,2030,2010,1805045PD,Hillsborough Town of,3160.89,318.2,0.0,3160.89
1403,2035,2010,1805045PD,Hillsborough Town of,3160.89,318.2,0.0,3160.89
1404,2010,2010,1805045PD,Hillsborough Town of,3252.51,318.2,0.0,3252.51
1405,2015,2010,1805045PD,Hillsborough Town of,3481.56,318.2,0.0,3481.56
1406,2010,2010,1805047NPD,Livermore City of Division of Water Resources,1313.485776,381.84,0.0,1313.485776
1407,2015,2010,1805047NPD,Livermore City of Division of Water Resources,1899.644148,381.84,0.0,1899.644148
1408,2020,2010,1805047NPD,Livermore City of Division of Water Resources,2224.9467,381.84,0.0,2224.9467
1409,2025,2010,1805047NPD,Livermore City of Division of Water Resources,2224.9467,381.84,0.0,2224.9467
1410,2030,2010,1805047NPD,Livermore City of Division of Water Resources,2224.9467,381.84,0.0,2224.9467
1411,2035,2010,1805047NPD,Livermore City of Division of Water Resources,2224.9467,381.84,0.0,2224.9467
1412,2015,2010,1805047PD,Livermore City of Division of Water Resources,3562.9836119999995,318.2,0.0,3562.9836119999995
1413,2020,2010,1805047PD,Livermore City of Division of Water Resources,3880.214978,318.2,0.0,3880.214978
1414,2010,2010,1805047PD,Livermore City of Division of Water Resources,3890.864033,318.2,0.0,3890.864033
1415,2025,2010,1805047PD,Livermore City of Division of Water Resources,4165.253667,318.2,0.0,4165.253667
1416,2030,2010,1805047PD,Livermore City of Division of Water Resources,4165.253667,318.2,0.0,4165.253667
1417,2035,2010,1805047PD,Livermore City of Division of Water Resources,4165.253667,318.2,0.0,4165.253667
1418,2010,2010,1805047REC,1805047NPD,1313.485776,0.0,236.0,1313.485776
1419,2015,2010,1805047REC,1805047NPD,1899.644148,0.0,236.0,1899.644148
1420,2020,2010,1805047REC,1805047NPD,2224.9467,0.0,236.0,2224.9467
1421,2025,2010,1805047REC,1805047NPD,2224.9467,0.0,236.0,2224.9467
1422,2030,2010,1805047REC,1805047NPD,2224.9467,0.0,236.0,2224.9467
1423,2035,2010,1805047REC,1805047NPD,2224.9467,0.0,236.0,2224.9467
1424,2010,2010,1805049NPD,Marin Municipal Water District,514.0,381.84,0.0,514.0
1425,2015,2010,1805049NPD,Marin Municipal Water District,534.0,381.84,0.0,534.0
1426,2020,2010,1805049NPD,Marin Municipal Water District,763.0,381.84,0.0,763.0
1427,2025,2010,1805049NPD,Marin Municipal Water District,765.0,381.84,0.0,765.0
1428,2030,2010,1805049NPD,Marin Municipal Water District,766.0,381.84,0.0,766.0
1429,2035,2010,1805049NPD,Marin Municipal Water District,768.0,381.84,0.0,768.0
1430,2010,2010,1805049PD,Marin Municipal Water District,21539.0,318.2,0.0,21539.0
1431,2020,2010,1805049PD,Marin Municipal Water District,23083.0,318.2,0.0,23083.0
1432,2025,2010,1805049PD,Marin Municipal Water District,23083.0,318.2,0.0,23083.0
1433,2030,2010,1805049PD,Marin Municipal Water District,23083.0,318.2,0.0,23083.0
1434,2035,2010,1805049PD,Marin Municipal Water District,23364.5,318.2,0.0,23364.5
1435,2015,2010,1805049PD,Marin Municipal Water District,23927.5,318.2,0.0,23927.5
1436,2010,2010,1805049REC,1805049NPD,514.0,0.0,236.0,514.0
1437,2015,2010,1805049REC,1805049NPD,534.0,0.0,236.0,534.0
1438,2020,2010,1805049REC,1805049NPD,763.0,0.0,236.0,763.0
1439,2025,2010,1805049REC,1805049NPD,765.0,0.0,236.0,765.0
1440,2030,2010,1805049REC,1805049NPD,766.0,0.0,236.0,766.0
1441,2035,2010,1805049REC,1805049NPD,768.0,0.0,236.0,768.0
1442,2010,2010,1805051PD,Martinez City of,3806.1,318.2,0.0,3806.1
1443,2020,2010,1805051PD,Martinez City of,4569.0,318.2,0.0,4569.0
1444,2025,2010,1805051PD,Martinez City of,4628.0,318.2,0.0,4628.0
1445,2030,2010,1805051PD,Martinez City of,4758.0,318.2,0.0,4758.0
1446,2035,2010,1805051PD,Martinez City of,4888.0,318.2,0.0,4888.0
1447,2015,2010,1805051PD,Martinez City of,5034.0,318.2,0.0,5034.0
1448,2010,2010,1805053PD,Menlo Park City of,3391.0,318.2,0.0,3391.0
1449,2020,2010,1805053PD,Menlo Park City of,3395.24,318.2,0.0,3395.24
1450,2025,2010,1805053PD,Menlo Park City of,3445.17,318.2,0.0,3445.17
1451,2030,2010,1805053PD,Menlo Park City of,3545.03,318.2,0.0,3545.03
1452,2035,2010,1805053PD,Menlo Park City of,3594.96,318.2,0.0,3594.96
1453,2015,2010,1805053PD,Menlo Park City of,3744.75,318.2,0.0,3744.75
1454,2010,2010,1805055PD,Mid-Peninsula Water District,2911.3,318.2,0.0,2911.3
1455,2015,2010,1805055PD,Mid-Peninsula Water District,4117.41,318.2,0.0,4117.41
1456,2020,2010,1805055PD,Mid-Peninsula Water District,4228.23,318.2,0.0,4228.23
1457,2025,2010,1805055PD,Mid-Peninsula Water District,4228.23,318.2,0.0,4228.23
1458,2030,2010,1805055PD,Mid-Peninsula Water District,4359.0,318.2,0.0,4359.0
1459,2035,2010,1805055PD,Mid-Peninsula Water District,4359.0,318.2,0.0,4359.0
1460,2010,2010,1805057NPD,Millbrae City of,7.5,381.84,0.0,7.5
1461,2015,2010,1805057NPD,Millbrae City of,14.0,381.84,0.0,14.0
1462,2020,2010,1805057NPD,Millbrae City of,14.0,381.84,0.0,14.0
1463,2025,2010,1805057NPD,Millbrae City of,14.0,381.84,0.0,14.0
1464,2030,2010,1805057NPD,Millbrae City of,14.0,381.84,0.0,14.0
1465,2035,2010,1805057NPD,Millbrae City of,14.0,381.84,0.0,14.0
1466,2010,2010,1805057PD,Millbrae City of,2337.09,318.2,0.0,2337.09
1467,2015,2010,1805057PD,Millbrae City of,2753.4,318.2,0.0,2753.4
1468,2020,2010,1805057PD,Millbrae City of,2788.7,318.2,0.0,2788.7
1469,2025,2010,1805057PD,Millbrae City of,2929.9,318.2,0.0,2929.9
1470,2030,2010,1805057PD,Millbrae City of,3035.8,318.2,0.0,3035.8
1471,2035,2010,1805057PD,Millbrae City of,3035.8,318.2,0.0,3035.8
1472,2010,2010,1805057REC,1805057NPD,7.5,0.0,236.0,7.5
1473,2015,2010,1805057REC,1805057NPD,14.0,0.0,236.0,14.0
1474,2020,2010,1805057REC,1805057NPD,14.0,0.0,236.0,14.0
1475,2025,2010,1805057REC,1805057NPD,14.0,0.0,236.0,14.0
1476,2030,2010,1805057REC,1805057NPD,14.0,0.0,236.0,14.0
1477,2035,2010,1805057REC,1805057NPD,14.0,0.0,236.0,14.0
1478,2010,2010,1805059NPD,Milpitas City of,806.5587695,381.84,0.0,806.5587695
1479,2015,2010,1805059NPD,Milpitas City of,1109.0174470000004,381.84,0.0,1109.0174470000004
1480,2020,2010,1805059NPD,Milpitas City of,1333.062443,381.84,0.0,1333.062443
1481,2025,2010,1805059NPD,Milpitas City of,1545.9045,381.84,0.0,1545.9045
