year,source,target,cumulative_volume_af,transmission_kwh/af
2015,1805057PD,1805057E,2274.045897,318.2
2015,1805059NPD,1805059E,855.8425073999999,763.68
2015,1805059PD,1805059E,8704.641785,636.4
2015,1805061NPD,1805061E,450.0,1527.36
2015,1805061PD,1805061E,8870.0,954.6
2015,1805063NPD,1805063E,437.0,1145.52
2015,1805063PD,1805063E,12034.0,954.6
2015,1805067NPD,1805067E,632.0,1145.52
2015,1805067PD,1805067E,7829.0,636.4
2015,1805071NPD,1805071E,846.0,1145.52
2015,1805071PD,1805071E,6744.0,636.4
2015,1805073NPD,1805073E,6557.0,1145.52
2015,1805073PD,1805073E,8772.0,636.4
2015,1805075NPD,1805075E,104.0,763.68
2015,1805075PD,1805075E,11355.0,636.4
2015,1805077NPD,1805077E,712.0,763.68
2015,1805077PD,1805077E,8877.0,318.2
2015,1805079PD,1805079E,3512.16709,954.6
2015,1805081NPD,1805081E,280.00001000000003,1145.52
2015,1805081PD,1805081E,77910.0,636.4
2015,1805083NPD,1805083E,3607.0,763.68
2015,1805083PD,1805083E,15707.0,954.6
2015,1805085NPD,1805085E,2092.981514,2227.4
2015,1805085PD,1805085E,106450.5129,954.6
2015,1805087NPD,1805087E,21149.0,2481.96
2015,1805091PD,1805091E,1762.4,636.4
2015,1805093PD,1805093E,3249.952233,636.4
2015,1805095NPD,1805095E,717.0,1527.36
2015,1805095PD,1805095E,15475.4,954.6
2015,1805099PD,1805099E,2528.0,636.4
2015,1805101PD,1805101E,926.8041307,318.2
2015,1807001PD,1807001E,9973.0,326.2
2015,1807003NPD,1807003E,71.0,358.82
2015,1807217WIMP,1807003E,686.0,163.1
2015,1807003PD,1807003E,61296.0,326.2
2015,1807005PD,1807005E,15326.0,326.2
2015,1807007PD,1807007E,17047.0,326.2
2015,1807009NPD,1807009E,330.1436164,195.72
2015,1807009PD,1807009E,7702.710961,489.3
2015,1807013NPD,1807013E,123.0,391.44
2015,1807013PD,1807013E,5186.0,326.2
2015,1807015PD,1807015E,10432.0,326.2
2015,1807019PD,1807019E,2095.0,163.1
2015,1807021PD,1807021E,10733.0,489.3
2015,1807023PD,1807023E,13430.202,326.2
2015,1807025NPD,1807025E,2463.0,195.72
2015,1807025GW,1807025E,7350.0,929.0
2015,1807025PD,1807025E,15042.0,326.2
2015,1807029NPD,1807029E,2787.488407,195.72
2015,1807029PD,1807029E,34583.511589999995,1036.1
2015,1807031PD,1807031E,14268.0,690.0
2015,1807032NPD,1807032E,142.0,195.72
2015,1807032PD,1807032E,10764.0,815.1
2015,1807033PD,1807033E,16658.0,2455.0
2015,1807034NPD,1807034E,546.0,195.72
2015,1807034PD,1807034E,6295.0,502.0
2015,1807035PD,1807035E,17172.0,1141.7
2015,1807037PD,1807037E,9398.0,163.1
2015,1807039PD,1807039E,14016.0,163.1
2015,1807043NPD,1807043E,179.0,195.72
2015,1807043PD,1807043E,7814.0,326.2
2015,1807045NPD,1807045E,6773.0,391.44
2015,1807045PD,1807045E,8402.0,978.6
2015,1807047NPD,1807047E,3793.0,587.16
2015,1807047PD,1807047E,14029.0,163.1
2015,1807053PD,1807053E,21783.0,652.4
2015,1807057NPD,1807057E,2335.0,195.72
2015,1807057PD,1807057E,8460.0,326.2
2015,1807059NPD,1807059E,7993.0,195.72
2015,1807059PD,1807059E,13433.0,489.3
2015,1807063NPD,1807063E,1810.0,195.72
2015,1807063PD,1807063E,14260.0,652.4
2015,1807065PD,1807065E,9008.0,489.3
2015,1807067PD,1807067E,7380.56,326.2
2015,1807069NPD,1807069E,6616.0,782.88
2015,1807069PD,1807069E,29098.0,815.5
2015,1807075PD,1807075E,3647.0,326.2
2015,1807079NPD,1807079E,1227.0,195.72
2015,1807079PD,1807079E,41451.44,978.6
2015,1807085PD,1807085E,17166.0,489.3
2015,1807087NPD,1807087E,34389.0,195.72
2015,1807087PD,1807087E,77314.0,978.6
2015,1807089PD,1807089E,2135.945944,163.1
2015,1807093NPD,1807093E,425.0,391.44
2015,1807093PD,1807093E,8649.0,163.1
2015,1807095NPD,1807095E,1236.0,391.44
2015,1807095PD,1807095E,21333.0,652.4
2015,1807097NPD,1807097E,576.0,195.72
2015,1807097PD,1807097E,21879.0,326.2
2015,1807099NPD,1807099E,593.565,391.44
2015,1807099PD,1807099E,11725.2,326.2
2015,1807105NPD,1807105E,1355.0,391.44
2015,1807105PD,1807105E,9420.0,326.2
2015,1807109PD,1807109E,27244.0,326.2
2015,1807111PD,1807111E,24049.0,326.2
2015,1807113NPD,1807113E,1733.0,587.16
2015,1807113PD,1807113E,22823.0,326.2
2015,1807117NPD,1807117E,91.0,195.72
2015,1807117PD,1807117E,5001.13,175.1
2015,1807119NPD,1807119E,126.06,195.72
2015,1807119PD,1807119E,4631.3,175.1
2015,1807121PD,1807121E,8037.54,324.0
2015,1807125PD,1807125E,4940.72,163.1
2015,1807127PD,1807127E,4704.46,326.2
2015,1807129NPD,1807129E,137.3,195.72
2015,1807129PD,1807129E,4250.89,175.1
2015,1807133PD,1807133E,6316.5,136.0
2015,1807135PD,1807135E,2865.95,163.1
2015,1807137NPD,1807137E,14.0,195.72
2015,1807137PD,1807137E,2404.83,326.2
2015,1807139NPD,1807139E,187.23,195.72
2015,1807139PD,1807139E,9545.92,434.2
2015,1807141PD,1807141E,5340.32,334.0
2015,1807143NPD,1807143E,393.0,195.72
2015,1807143PD,1807143E,26938.09,350.2
2015,1807145PD,1807145E,13441.05,136.0
2015,1807147NPD,1807147E,99.0,195.72
2015,1807147PD,1807147E,4064.0,326.2
2015,1807149PD,1807149E,31139.0,489.3
2015,1807151PD,1807151E,3750.0,163.1
2015,1807153NPD,1807153E,236.0,163.1
2015,1807153PD,1807153E,27760.0,326.2
2015,1807155NPD,1807155E,52.0,195.72
2015,1807155PD,1807155E,4486.0,326.2
2015,1807159NPD,1807159E,726.0,195.72
2015,1807159PD,1807159E,8827.0,326.2
2015,1807163SW,1807163E,1683.894021,163.1
2015,1807163NPD,1807163E,32189.10598,1304.8
2015,1807163PD,1807163E,56532.0,326.2
2015,1807165NPD,1807165E,846.0,489.3
2015,1807165PD,1807165E,21535.0,489.3
2015,1807169PD,1807169E,10645.0,489.3
2015,1807173PD,1807173E,1940.0,326.2
2015,1807177NPD,1807177E,621.0,195.72
2015,1807177PD,1807177E,5934.0,326.2
2015,1807179PD,1807179E,3630.0,163.1
2015,1807181NPD,1807181E,1966.65625,358.82
2015,1807181PD,1807181E,7192.815315000001,652.4
2015,1807185NPD,1807185E,502.0,195.72
2015,1807185PD,1807185E,6174.0,163.1
2015,1807187NPD,1807187E,4240.0,587.16
2015,1807187PD,1807187E,19585.0,489.3
2015,1807191PD,1807191E,1864.0,326.2
2015,1807193PD,1807193E,4682.0,326.2
2015,1807195PD,1807195E,2030.0,326.2
2015,1807197NPD,1807197E,4645.0,782.88
2015,1807197PD,1807197E,55206.0,326.2
2015,1807199NPD,1807199E,163.0,195.72
2015,1807202NPD,1807202E,32306.0,978.6
2015,1807202PD,1807202E,514916.0,1141.7
2015,1807205NPD,1807205E,104.0,195.72
2015,1807205PD,1807205E,5613.0,326.2
2015,1807207NPD,1807207E,261.0,391.44
2015,1807207PD,1807207E,4626.0,326.2
2015,1807215NPD,1807215E,1158.0,391.44
2015,1807215PD,1807215E,16844.0,326.2
2015,1807221NPD,1807221E,791.194,391.44
2015,1807221PD,1807221E,9110.188801,489.3
2015,1807223PD,1807223E,3137.0,163.1
2015,1807227NPD,1807227E,7988.0,587.16
2015,1807227PD,1807227E,26823.6,163.1
2015,1807231PD,1807231E,8092.0,489.3
2015,1807233NPD,1807233E,492.0,391.44
2015,1807233PD,1807233E,15540.0,326.2
2015,1807237NPD,1807237E,82.0,195.72
2015,1807237PD,1807237E,2283.0,326.2
2015,1807239NPD,1807239E,104.0,195.72
2015,1807239PD,1807239E,23613.0,186.6
2015,1807241NPD,1807241E,1928.0,587.16
2015,1807241PD,1807241E,19549.0,163.1
2015,1807243NPD,1807243E,7208.0,3008.0
2015,1807243PD,1807243E,28945.0,652.4
2015,1807245PD,1807245E,28642.7,489.3
2015,1807250NPD,1807250E,605.0,195.72
2015,1807250PD,1807250E,25423.0,489.3
2015,1807253NPD,1807253E,343.0,195.72
2015,1807253PD,1807253E,6396.0,326.2
2015,1807255NPD,1807255E,207.0,587.16
2015,1807255PD,1807255E,9579.0,652.4
2015,1807257PD,1807257E,27325.64,326.2
2015,1807261NPD,1807261E,100.0,195.72
2015,1807261PD,1807261E,4561.0,163.1
2015,1807263NPD,1807263E,39.0,195.72
2015,1807263PD,1807263E,2755.0,163.1
2015,1807265NPD,1807265E,1592.713,391.44
2015,1807265PD,1807265E,20910.0,652.4
2015,1807267PD,1807267E,1903.0,163.1
2015,1807273PD,1807273E,20062.0,163.1
2015,1807275NPD,1807275E,947.0,195.72
2015,1807275PD,1807275E,4853.0,326.2
2015,1807277GW,1807277E,2724.0,0.0
2015,1807277NPD,1807277E,28220.0,814.44
2015,1807277PD,1807277E,37812.0,1970.0
2015,1807279NPD,1807279E,4169.0,358.82
2015,1807279PD,1807279E,21290.0,326.2
2015,1807283NPD,1807283E,3138.0,195.72
2015,1807283PD,1807283E,5746.0,163.1
2015,1807285NPD,1807285E,8197.0,685.02
2015,1807285PD,1807285E,66931.0,652.4
2015,1807289NPD,1807289E,1075.0,717.64
2015,1807289PD,1807289E,11277.0,326.2
2015,1807291NPD,1807291E,631.0,163.1
2015,1807291PD,1807291E,7170.0,163.1
2015,1807293PD,1807293E,1744.0,326.2
2015,1807299PD,1807299E,36036.0,163.1
2015,1807303NPD,1807303E,606.0,195.72
2015,1807303PD,1807303E,14375.0,815.5
2015,1807305NPD,1807305E,275.0,587.16
2015,1807305PD,1807305E,9035.0,326.2
2015,1807311NPD,1807311E,738.0,391.44
2015,1807311PD,1807311E,6316.48,326.2
2015,1807315PD,1807315E,5802.0,326.2
2015,1807317NPD,1807317E,580.0,29.0
2015,1807317PD,1807317E,34384.0,174.0
2015,1807321NPD,1807321E,1635.0,391.44
2015,1807321PD,1807321E,31211.01,58.0
2015,1807329NPD,1807329E,502.0,391.44
2015,1807329PD,1807329E,8029.0,489.3
2015,1807331NPD,1807331E,352.0,195.72
2015,1807331PD,1807331E,36655.0,326.2
2015,1807335NPD,1807335E,523.0,391.44
2015,1807335PD,1807335E,10716.0,326.2
2015,1807337NPD,1807337E,939.0,391.44
2015,1807337PD,1807337E,5430.0,326.2
2015,1807339NPD,1807339E,7310.0,587.16
2015,1807339PD,1807339E,26910.0,163.1
2015,1807341PD,1807341E,11917.0,489.3
2015,1807347PD,1807347E,3521.0,326.2
2015,1807351PD,1807351E,2123.0,326.2
2015,1807355NPD,1807355E,859.0,391.44
2015,1807355PD,1807355E,5915.0,326.2
2015,1807357NPD,1807357E,9.0,195.72
2015,1807357PD,1807357E,7691.0,163.1
2015,1807361PD,1807361E,3872.0,489.3
2015,1807366NPD,1807366E,743.0,614.0
2015,1807366PD,1807366E,23659.0,614.0
2015,1807367PD,1807367E,18327.0,921.0
2015,1807373PD,1807373E,9634.0,163.1
2015,1807377NPD,1807377E,5285.0,391.44
2015,1807377PD,1807377E,18387.0,489.3
2015,1807379NPD,1807379E,803.0,391.44
2015,1807379PD,1807379E,2900.0,163.1
2015,1807381NPD,1807381E,1036.0,391.44
2015,1807382PD,1807382E,11113.0,326.2
2015,1807385NPD,1807385E,636.0,1504.0
2015,1807385PD,1807385E,19214.0,815.5
2015,1807389PD,1807389E,13346.59326,163.1
2015,1807391NPD,1807391E,47.0,195.72
2015,1807391PD,1807391E,25925.0,163.1
2015,1807395PD,1807395E,2994.0,326.2
2015,1807397NPD,1807397E,520.0,587.16
2015,1807397PD,1807397E,9525.0,326.2
2015,1807398NPD,1807398E,5321.0,554.54
2015,1807398PD,1807398E,13004.0,326.2
2015,1807399NPD,1807399E,762.0,195.72
2015,1807399PD,1807399E,6846.0,326.2
2015,1807401PD,1807401E,17833.0,326.2
2015,1807403NPD,1807403E,2986.0,358.82
2015,1807403PD,1807403E,15799.020690000001,163.1
2015,1807409PD,1807409E,17132.0,1141.7
2015,1807411NPD,1807411E,507.42294860000004,163.1
2015,1807411WGWB,1807411E,4859.734716,163.1
2015,1807411PD,1807411E,12973.632020000001,815.5
2015,1807413PD,1807413E,11622.0,326.2
2015,1807415NPD,1807415E,81.0,195.72
2015,1807415PD,1807415E,7823.0,326.2
2015,1807417PD,1807417E,19776.0,326.2
2015,1807419PD,1807419E,9724.0,815.5
2015,1809001PD,1809001E,4049.0,326.2
2015,1809005PD,1809005E,9581.9,28.0
2015,1809011PD,1809011E,541.0,652.4
2015,1809015NPD,1809015E,733.0,195.72
2015,1809015PD,1809015E,5253.62,337.0
2015,1809017PD,1809017E,12685.0,163.1
2015,1809019PD,1809019E,6145.0,163.1
2015,1809021NPD,1809021E,219.0,358.82
2015,1809021PD,1809021E,1238.0,326.2
2015,1809023NPD,1809023E,250.0,195.72
2015,1809023PD,1809023E,38413.0,326.2
2015,1809025NPD,1809025E,187.0,554.54
2015,1809025PD,1809025E,1609.0,326.2
2015,1809027NPD,1809027E,110.0,195.72
2015,1809027PD,1809027E,17015.0,489.3
2015,1809029PD,1809029E,2776.0,489.3
2015,1809031PD,1809031E,4697.0,326.2
2015,1809033PD,1809033E,2233.0,326.2
2015,1809039NPD,1809039E,611.0,195.72
2015,1809039PD,1809039E,20843.0,326.2
2015,1810001PD,1810001E,6507.0,88.0
2015,1810007PD,1810007E,4719.9495130000005,17.6
2015,1810009PD,1810009E,5753.31,17.6
2015,1810011PD,1810011E,6530.593345,17.6
2015,1810013NPD,1810013E,8748.9,63.36
2015,1810013PD,1810013E,92974.0,35.2
2015,1810015NPD,1810015E,4045.0,21.12
2015,1810015PD,1810015E,29091.0,35.2
2015,1810017PD,1810017E,7117.0,17.6
2015,1810019PD,1810019E,2837.0,88.0
2015,1810025PD,1810025E,18208.0,17.6
2015,1810027PD,1810027E,1369.0,52.8
2015,1810029PD,1810029E,7252.0,52.8
2015,1810035NPD,1810035E,294.0,35.2
2015,1810035PD,1810035E,2110.0,35.2
Predicted 2015,1801001PD,1801001E,1693.0,163.1
Predicted 2015,1801007NPD,1801007E,4.0,195.72
Predicted 2015,1801007PD,1801007E,2235.04,163.1
Predicted 2015,1801009PD,1801009E,3184.51,163.1
Predicted 2015,1801011PD,1801011E,1421.64,163.1
Predicted 2015,1801015PD,1801015E,840.0,163.1
Predicted 2015,1801017PD,1801017E,1817.4646710000002,163.1
Predicted 2015,1801019PD,1801019E,1827.9,163.1
Predicted 2015,1801021NPD,1801021E,1300.0,195.72
Predicted 2015,1801021PD,1801021E,3879.22,163.1
Predicted 2015,1801023NPD,1801023E,350.0,195.72
Predicted 2015,1801023PD,1801023E,25590.17,163.1
Predicted 2015,1801027PD,1801027E,3865.0,163.1
Predicted 2015,1801029PD,1801029E,613.98,163.1
Predicted 2015,1801031NPD,1801031E,214.0,195.72
Predicted 2015,1801031PD,1801031E,3151.8,163.1
Predicted 2015,1801033PD,1801033E,4667.67,163.1
Predicted 2015,1802005PD,1802005E,29503.48,17.6
Predicted 2015,1802007PD,1802007E,1666.62,17.6
Predicted 2015,1802009PD,1802009E,2669.84,17.6
Predicted 2015,1802011PD,1802011E,3107.76,202.0
Predicted 2015,1802013PD,1802013E,417.0,1000.0
Predicted 2015,1802015PD,1802015E,1675.32,17.6
Predicted 2015,1802019PD,1802019E,8156.6,17.6
Predicted 2015,1802021PD,1802021E,17391.68,17.6
Predicted 2015,1802027PD,1802027E,12000.0,17.6
Predicted 2015,1802031NPD,1802031E,2178.0,21.12
Predicted 2015,1802031PD,1802031E,34357.4,17.6
Predicted 2015,1802033PD,1802033E,9775.0,17.6
Predicted 2015,1802035PD,1802035E,9558.45,17.6
Predicted 2015,1802037PD,1802037E,22640.8,17.6
Predicted 2015,1802041PD,1802041E,2078.86,17.6
Predicted 2015,1802043PD,1802043E,17954.09,17.6
Predicted 2015,1802053PD,1802053E,9103.44,17.6
Predicted 2015,1802055PD,1802055E,3294.0,17.6
Predicted 2015,1802059NPD,1802059E,2500.0,21.12
Predicted 2015,1802059PD,1802059E,12367.05,17.6
Predicted 2015,1802063PD,1802063E,5005.0,17.6
Predicted 2015,1802067PD,1802067E,6243.0,17.6
Predicted 2015,1802069NPD,1802069E,2443.0,21.12
Predicted 2015,1802077PD,1802077E,2900.48,17.6
Predicted 2015,1802079PD,1802079E,2916.0,17.6
Predicted 2015,1802081NPD,1802081E,1098.5,21.12
Predicted 2015,1802081PD,1802081E,44370.0,17.6
Predicted 2015,1802083PD,1802083E,129235.55,17.6
Predicted 2015,1802085CVP,1802085E,169.0,0.0
Predicted 2015,1802085NPD,1802085E,3000.0,17.6
Predicted 2015,1802085PD,1802085E,32356.24,17.6
Predicted 2015,1802087PD,1802087E,33859.68,17.6
Predicted 2015,1802093PD,1802093E,47242.36,17.6
Predicted 2015,1802097PD,1802097E,16403.04,17.6
Predicted 2015,1802099NPD,1802099E,500.0,21.12
Predicted 2015,1802099PD,1802099E,34073.28,17.6
Predicted 2015,1802103PD,1802103E,16400.0,17.6
Predicted 2015,1802105PD,1802105E,20694.24,17.6
Predicted 2015,1803007PD,1803007E,4081.0,17.6
Predicted 2015,1803009PD,1803009E,77306.68,321.0
Predicted 2015,1803013PD,1803013E,1107.12,1000.0
Predicted 2015,1803015PD,1803015E,7061.0,17.6
Predicted 2015,1803017PD,1803017E,34322.44,17.6
Predicted 2015,1803019NPD,1803019E,1219.0,21.12
Predicted 2015,1803019PD,1803019E,17781.7,17.6
Predicted 2015,1803025PD,1803025E,10236.8,17.6
Predicted 2015,1803027PD,1803027E,4936.88,17.6
Predicted 2015,1803029PD,1803029E,7917.0,17.6
Predicted 2015,1803031PD,1803031E,2985.0,17.6
Predicted 2015,1803033GW,1803033E,20370.0,17.6
Predicted 2015,1803033NPD,1803033E,500.0,21.12
Predicted 2015,1803033PD,1803033E,82110.0,17.6
Predicted 2015,1803035PD,1803035E,1424.93,17.6
Predicted 2015,1803037PD,1803037E,13886.0,17.6
Predicted 2015,1803039NPD,1803039E,645.5,21.12
Predicted 2015,1803039PD,1803039E,2671.2,17.6
Predicted 2015,1803041IMP,1803041E,12973.17073,17.6
Predicted 2015,1803041PD,1803041E,14057.2,17.6
Predicted 2015,1803047PD,1803047E,9821.0,17.6
Predicted 2015,1803053PD,1803053E,10976.0,17.6
Predicted 2015,1803055PD,1803055E,7870.27,17.6
Predicted 2015,1803063PD,1803063E,5409.36,17.6
Predicted 2015,1803067PD,1803067E,4985.64,17.6
Predicted 2015,1803069NPD,1803069E,150.0,21.12
Predicted 2015,1803069PD,1803069E,450.8,17.6
Predicted 2015,1803071PD,1803071E,1856.4,17.6
Predicted 2015,1803073NPD,1803073E,450.0,21.12
Predicted 2015,1803073PD,1803073E,11370.24,17.6
Predicted 2015,1803077PD,1803077E,19219.17,17.6
Predicted 2015,1803079PD,1803079E,14961.28,17.6
Predicted 2015,1803081PD,1803081E,5928.29,17.6
Predicted 2015,1803083PD,1803083E,19916.96,17.6
Predicted 2015,1804001NPD,1804001E,487.0,21.12
Predicted 2015,1804001PD,1804001E,21038.0,17.6
Predicted 2015,1804005NPD,1804005E,17.5,21.12
Predicted 2015,1804005PD,1804005E,866.88,16.85813953
Predicted 2015,1804007NPD,1804007E,2603.5,21.12
Predicted 2015,1804007PD,1804007E,8710.596154,17.6
Predicted 2015,1804009PD,1804009E,7313.81,17.6
Predicted 2015,1804011PD,1804011E,30204.08,112.0
Predicted 2015,1804013PD,1804013E,8988.0,17.6
Predicted 2015,1804017PD,1804017E,7848.469722,17.6
Predicted 2015,1804023NPD,1804023E,481.5,21.12
Predicted 2015,1804023PD,1804023E,474.63,17.6
Predicted 2015,1804031NPD,1804031E,2842.0,21.12
Predicted 2015,1804031PD,1804031E,13440.0,17.6
Predicted 2015,1804033PD,1804033E,8453.88,17.6
Predicted 2015,1804035PD,1804035E,15785.82,17.6
Predicted 2015,1804039PD,1804039E,29768.31,17.6
Predicted 2015,1804041PD,1804041E,67200.0,17.6
Predicted 2015,1804043PD,1804043E,3228.4826120000002,17.6
Predicted 2015,1804051PD,1804051E,3235.2,17.6
Predicted 2015,1804062PD,1804062E,37935.58,17.6
Predicted 2015,1804065PD,1804065E,21350.0,17.6
Predicted 2015,1804067PD,1804067E,5162.2,17.6
Predicted 2015,1804069NPD,1804069E,1228.0,21.12
Predicted 2015,1804069PD,1804069E,25609.15,17.6
Predicted 2015,1805001PD,1805001E,9499.311109,318.2
Predicted 2015,1805003PD,1805003E,50100.0,318.2
Predicted 2015,1805005NPD,1805005E,666.0,381.84
Predicted 2015,1805005PD,1805005E,2974.0,318.2
Predicted 2015,1805007PD,1805007E,4691.4,318.2
Predicted 2015,1805009NPD,1805009E,168.0,381.84
Predicted 2015,1805009PD,1805009E,5095.59,318.2
Predicted 2015,1805011PD,1805011E,13423.83,294.0
Predicted 2015,1805013PD,1805013E,11157.76,300.0
Predicted 2015,1805015PD,1805015E,13245.54,301.0
Predicted 2015,1805017PD,1805017E,17398.12,223.0
Predicted 2015,1805019PD,1805019E,8832.15,294.0
Predicted 2015,1805023PD,1805023E,2223.0,318.2
Predicted 2015,1805025NPD,1805025E,5250.0,381.84
Predicted 2015,1805025PD,1805025E,94320.0,361.0
Predicted 2015,1805027NPD,1805027E,3103.0,381.84
Predicted 2015,1805027PD,1805027E,6199.32,318.2
Predicted 2015,1805029NPD,1805029E,2017.0,381.84
Predicted 2015,1805029PD,1805029E,12126.0,318.2
Predicted 2015,1805031NPD,1805031E,12320.0,381.84
Predicted 2015,1805031PD,1805031E,199920.0,318.2
Predicted 2015,1805033PD,1805033E,2450.56,318.2
Predicted 2015,1805035PD,1805035E,5808.0,318.2
Predicted 2015,1805039PD,1805039E,2718.6,120.0
Predicted 2015,1805043NPD,1805043E,1737.5,381.84
Predicted 2015,1805043PD,1805043E,24200.0,318.2
Predicted 2015,1805045PD,1805045E,3481.56,318.2
Predicted 2015,1805047NPD,1805047E,1899.644148,381.84
Predicted 2015,1805047PD,1805047E,3562.9836119999995,318.2
Predicted 2015,1805049NPD,1805049E,534.0,381.84
Predicted 2015,1805049PD,1805049E,23927.5,318.2
Predicted 2015,1805051PD,1805051E,5034.0,318.2
Predicted 2015,1805053PD,1805053E,3744.75,318.2
Predicted 2015,1805055PD,1805055E,4117.41,318.2
Predicted 2015,1805057NPD,1805057E,14.0,381.84
Predicted 2015,1805057PD,1805057E,2753.4,318.2
Predicted 2015,1805059NPD,1805059E,1109.0174470000002,381.84
Predicted 2015,1805059PD,1805059E,9404.36056,318.2
Predicted 2015,1805061NPD,1805061E,513.0,381.84
Predicted 2015,1805061PD,1805061E,12613.0,318.2
Predicted 2015,1805063PD,1805063E,13050.9,318.2
Predicted 2015,1805067NPD,1805067E,218.0,381.84
Predicted 2015,1805067PD,1805067E,10948.0,318.2
Predicted 2015,1805071NPD,1805071E,335.0,381.84
Predicted 2015,1805071PD,1805071E,10586.0,318.2
Predicted 2015,1805073NPD,1805073E,465.0,381.84
Predicted 2015,1805073PD,1805073E,8920.84,318.2
Predicted 2015,1805075NPD,1805075E,140.0,381.84
Predicted 2015,1805075PD,1805075E,15297.1,318.2
Predicted 2015,1805077NPD,1805077E,987.0,381.84
Predicted 2015,1805077PD,1805077E,9916.83,318.2
Predicted 2015,1805079PD,1805079E,4476.220015999999,318.2
Predicted 2015,1805081NPD,1805081E,2464.0,322.5390909
Predicted 2015,1805081PD,1805081E,84558.34814,318.2
Predicted 2015,1805083NPD,1805083E,5148.0,381.84
Predicted 2015,1805083PD,1805083E,21592.8,318.2
Predicted 2015,1805085NPD,1805085E,2556.0,381.84
Predicted 2015,1805085PD,1805085E,127712.7,318.2
Predicted 2015,1805087NPD,1805087E,4000.0,381.84
Predicted 2015,1805087PD,1805087E,21227.7,318.2
Predicted 2015,1805089NPD,1805089E,2933.491276,381.84
Predicted 2015,1805089PD,1805089E,233368.0,318.2
Predicted 2015,1805091PD,1805091E,2448.7,318.2
Predicted 2015,1805093PD,1805093E,3671.14,318.2
Predicted 2015,1805095NPD,1805095E,1400.0,381.84
Predicted 2015,1805095PD,1805095E,19132.89,318.2
Predicted 2015,1805099PD,1805099E,3153.15,318.2
Predicted 2015,1805101PD,1805101E,947.2,318.2
Predicted 2015,1806003PD,1806003E,3123.0,163.1
Predicted 2015,1806007PD,1806007E,1813.5,163.1
Predicted 2015,1806009PD,1806009E,18947.7,163.1
Predicted 2015,1806011PD,1806011E,11665.6,151.2662461
Predicted 2015,1806013NPD,1806013E,366.51,195.72
Predicted 2015,1806013PD,1806013E,803.7,163.1
Predicted 2015,1806015PD,1806015E,2289.0,163.1
Predicted 2015,1806017PD,1806017E,543.43,163.1
Predicted 2015,1806019PD,1806019E,8424.87,163.1
Predicted 2015,1806021PD,1806021E,8082.0,10.0
Predicted 2015,1806023NPD,1806023E,1070.0,195.72
Predicted 2015,1806023PD,1806023E,9283.2,163.1
Predicted 2015,1806027PD,1806027E,1765.6,163.1
Predicted 2015,1806031NPD,1806031E,480.0,195.72
Predicted 2015,1806031PD,1806031E,3832.22,163.1
Predicted 2015,1806035NPD,1806035E,6.0,195.72
Predicted 2015,1806035PD,1806035E,5199.14,163.1
Predicted 2015,1806039NPD,1806039E,390.0,195.72
Predicted 2015,1806039PD,1806039E,6134.0,163.1
Predicted 2015,1806043PD,1806043E,8842.56,163.1
Predicted 2015,1806045PD,1806045E,1325.52,163.1
Predicted 2015,1806047PD,1806047E,2587.04,163.1
Predicted 2015,1806051PD,1806051E,7926.5,163.1
Predicted 2015,1806053NPD,1806053E,710.5,195.72
Predicted 2015,1806053PD,1806053E,1868.16,163.1
Predicted 2015,1806059NPD,1806059E,100.0,195.72
Predicted 2015,1806059PD,1806059E,5676.0,163.1
Predicted 2015,1806061PD,1806061E,8730.0,0.0
Predicted 2015,1806063PD,1806063E,10876.25,163.1
Predicted 2015,1806065PD,1806065E,10337.49804,163.1
Predicted 2015,1806067PD,1806067E,13667.13,163.1
Predicted 2015,1806071NPD,1806071E,191.0,195.72
Predicted 2015,1806071PD,1806071E,1469.16,163.1
Predicted 2015,1806073NPD,1806073E,287.0,195.72
Predicted 2015,1806073PD,1806073E,2323.0,163.1
Predicted 2015,1806075PD,1806075E,4047.68,163.1
Predicted 2015,1806077NPD,1806077E,65.5,195.72
Predicted 2015,1806077PD,1806077E,3704.53,163.1
Predicted 2015,1806079NPD,1806079E,2000.0,195.72
Predicted 2015,1806079PD,1806079E,6720.0,163.1
Predicted 2015,1807001PD,1807001E,11407.0,163.1
Predicted 2015,1807003NPD,1807003E,110.0,195.72
Predicted 2015,1807003PD,1807003E,68542.0,163.1
Predicted 2015,1807005PD,1807005E,16452.0,163.1
Predicted 2015,1807007PD,1807007E,18071.5,163.1
Predicted 2015,1807009NPD,1807009E,4637.0,67.40669398
Predicted 2015,1807009PD,1807009E,4271.0,163.1
Predicted 2015,1807013NPD,1807013E,50.5,195.72
Predicted 2015,1807013PD,1807013E,5805.0,163.1
Predicted 2015,1807015PD,1807015E,10809.15,163.1
Predicted 2015,1807019PD,1807019E,2050.75,163.1
Predicted 2015,1807021PD,1807021E,10539.0,163.1
Predicted 2015,1807023NPD,1807023E,991.5,195.72
Predicted 2015,1807023PD,1807023E,15817.0,163.1
Predicted 2015,1807025NPD,1807025E,1580.0,195.72
Predicted 2015,1807025PD,1807025E,15087.5,163.1
Predicted 2015,1807029NPD,1807029E,4134.0,195.72
Predicted 2015,1807029PD,1807029E,28534.68,291.0
Predicted 2015,1807031NPD,1807031E,500.0,195.72
Predicted 2015,1807031PD,1807031E,17237.72,345.0
Predicted 2015,1807032NPD,1807032E,155.0,195.72
Predicted 2015,1807032PD,1807032E,13143.08,326.0
